"symbol","companyName","calculationPrice","open","openTime","close","closeTime","high","low","latestPrice","latestSource","latestTime","latestUpdate","latestVolume","iexRealtimePrice","iexRealtimeSize","iexLastUpdated","delayedPrice","delayedPriceTime","extendedPrice","extendedChange","extendedChangePercent","extendedPriceTime","previousClose","change","changePercent","iexMarketPercent","iexVolume","avgTotalVolume","iexBidPrice","iexBidSize","iexAskPrice","iexAskSize","marketCap","week52High","week52Low","ytdChange","primaryExchange","openSource","closeSource","highTime","highSource","lowTime","lowSource","oddLotDelayedPrice","oddLotDelayedPriceTime","previousVolume","volume","iexOpen","iexOpenTime","iexClose","iexCloseTime","peRatio","lastTradeTime","sector","esg"
"CVE","Cenovus Energy, Inc.","close",4.43,1590586200571,4.5,1590609602003,4.52,4.24,4.5,"Close","May 27, 2020",1590609602003,7330530,4.495,49,1590609570467,4.5,1590618600007,4.5,0,0,1590618489821,4.36,0.14,0.03211,0.03174011821244615,232586,8939550,0,0,0,0,5529915000,10.82,1.41,-0.5258900000000001,"New York Stock Exchange","official","official",1590618600007,"15 minute delayed price",1590591016626,"15 minute delayed price",4.5,1590609600763,5240870,0,,,4.495,1590609570467,24.6,1590609602000,"Energy Minerals",34
"DVN","Devon Energy Corp.","close",12.5,1590586200697,12.43,1590609601886,12.5,11.78,12.43,"Close","May 27, 2020",1590609601886,9418862,12.395,100,1590609589928,12.24,1590622078432,12.24,-0.19,-0.01529,1590622078432,12.31,0.12,0.00975,0.026325956184475766,247154,9681965,0,0,0,0,4756961000,29.36,4.7,-0.51605,"New York Stock Exchange","official","official",1590622078432,"15 minute delayed price",1590591022844,"15 minute delayed price",12.43,1590609599977,9076912,0,,,12.395,1590609589928,-2.48,1590609601879,"Energy Minerals",34
"XOM","Exxon Mobil Corp.","close",46.66,1590586201084,46.24,1590609601795,47.14,45.405,46.24,"Close","May 27, 2020",1590609601795,20614618,46.24,300,1590609594183,46.24,1590654337552,46.21,-0.03,-0.00065,1590661110711,45.91,0.33,0.00719,0.015588161759776484,321344,27752991,0,0,0,0,195512430400,77.93,30.11,-0.33451000000000003,"New York Stock Exchange","official","official",1590623993158,"15 minute delayed price",1590591047760,"15 minute delayed price",46.23,1590609597997,20356452,0,,,46.24,1590609594183,17.37,1590609599682,"Energy Minerals",34
"RDSA-LN","Royal Dutch Shell Plc","close",,,,,16.9,9.71,13.26,"Close","May 27, 2020",1590609600000,0,,,,,,,,,,13.06,0.2,0.01531,,,8506725,,,,,0,26.38,9.46,-0.39169,"London Stock Exchange","official","official",1583442000000,"Close",1584561600000,"Close",,,7467085,0,,,,,,,"Energy Minerals",38
"SU","Suncor Energy, Inc.","close",17.89,1590586200981,17.54,1590609601792,17.89,17.01,17.54,"Close","May 27, 2020",1590609601792,4181916,17.545,100,1590609589067,17.5,1590623110412,17.54,0,0,1590660417207,17.64,-0.1,-0.00567,0.02064332784046629,86326,7304203,0,0,0,0,26751131000,34.56,9.61,-0.47307,"New York Stock Exchange","official","official",1590623110412,"15 minute delayed price",1590591029465,"15 minute delayed price",17.54,1590609599980,4593269,0,,,17.545,1590609589067,-16.52,1590609621987,"Energy Minerals",27
"RIO-LN","Rio Tinto Plc","close",,,,,42.87,31,42.59,"Close","May 27, 2020",1590609600000,0,,,,,,,,,,41.8,0.79,0.0189,,,2523362,,,,,0,50.39,29.54,-0.0386,"London Stock Exchange","official","official",1590004800000,"Close",1584993600000,"Close",,,2943943,0,,,,,,,"Non-Energy Minerals",30
"NKE","NIKE, Inc.","close",98,1590586201289,99.87,1590609601858,99.99,97.62,99.87,"Close","May 27, 2020",1590609601858,7906988,99.85,71,1590609595840,100.54,1590654674890,100.24,0.37,0.0037,1590660924447,96.62,3.25,0.03364,0.022438759234236855,177423,6821456,0,0,0,0,155299847400,105.62,60,0.018940000000000005,"New York Stock Exchange","official","official",1590623951139,"15 minute delayed price",1590587728897,"15 minute delayed price",99.86,1590609597989,7185192,0,,,99.85,1590609595840,36.14,1590609598016,"Consumer Non-Durables",17
"POLY-LN","Polymetal International Plc","close",,,,,17.37,10.4,16.11,"Close","May 27, 2020",1590609600000,0,,,,,,,,,,16.55,-0.44,-0.02659,,,1538443,,,,,0,17.58,8.15,0.31031,"London Stock Exchange","official","official",1590004800000,"Close",1584648000000,"Close",,,1349362,0,,,,,,,"Non-Energy Minerals",21
"CRDA-LN","Croda International Plc","close",,,,,51.24,40.7,51,"Close","May 27, 2020",1590609600000,0,,,,,,,,,,50.44,0.56,0.0111,,,391539,,,,,0,53.94,38.14,0.003300000000000001,"London Stock Exchange","official","official",1590436800000,"Close",1584388800000,"Close",,,272862,0,,,,,,,"Process Industries",23
"WLK","Westlake Chemical Corp.","close",48,1590586200772,49.01,1590609601714,49.28,47.04,49.01,"Close","May 27, 2020",1590609601714,853951,49.01,100,1590609589126,49.01,1590618600001,49.01,0,0,1590615053275,46.6,2.41,0.05172,0.03469171230642599,29461,679389,0,0,0,0,6257204720,75.65,28.99,-0.25418,"New York Stock Exchange","official","official",1590618600001,"15 minute delayed price",1590591048274,"15 minute delayed price",49.01,1590609598359,877200,0,,,49.01,1590609589126,12.78,1590609601712,"Process Industries",37
"CF","CF Industries Holdings, Inc.","close",29.85,1590586200706,29.97,1590609601924,30.36,29.53,29.97,"Close","May 27, 2020",1590609601924,1832418,29.975,100,1590609592986,29.97,1590618600003,29.97,0,0,1590614817529,29.16,0.81,0.02778,0.02665954168775793,48243,2905740,0,0,0,0,6407496090,55.15,19.73,-0.35031999999999996,"New York Stock Exchange","official","official",1590618600003,"15 minute delayed price",1590591344030,"15 minute delayed price",29.97,1590609600963,2787225,0,,,29.975,1590609592986,13.98,1590609598502,"Process Industries",48
"SQM","Sociedad Quimica y Minera de Chile SA","close",25.08,1590586200789,25.03,1590609601935,25.81,24.81,25.03,"Close","May 27, 2020",1590609601935,887454,25.04,100,1590609585163,25.03,1590618600001,25.03,0,0,1590615053142,24.63,0.4,0.01624,0.04838593413986569,40275,747610,0,0,0,0,3013036310,33.3,15.2,-0.053959999999999994,"New York Stock Exchange","official","official",1590618600001,"15 minute delayed price",1590591275474,"15 minute delayed price",25.07,1590609594600,1193005,0,,,25.04,1590609585163,27.52,1590609599942,"Process Industries",56
"SMG","Scotts Miracle-Gro Co.","close",136.01,1590586200812,139.12,1590609601740,139.35,135.38,139.12,"Close","May 27, 2020",1590609601740,428141,139,26,1590609595282,139.2,1590620193098,139.2,0.08,0.00058,1590620193098,134.05999999999997,5.06,0.03774,0.04529913116214447,19171,506044,0,0,0,0,7721452152,151.03,76.5,0.34394,"New York Stock Exchange","official","official",1590620193098,"15 minute delayed price",1590586504510,"15 minute delayed price",139.05,1590609596891,1220311,0,,,139,1590609595282,23.81,1590609601737,"Process Industries",47
"KGF-LN","Kingfisher plc","close",,,,,1.95,1.24,1.95,"Close","May 27, 2020",1590609600000,0,,,,,,,,,,1.9,0.05,0.02632,,,8035558,,,,,0,2.33,1.01,-0.07508000000000001,"London Stock Exchange","official","official",1590609600000,"Close",1584475200000,"Close",,,9438103,0,,,,,,,"Retail Trade",11
"JD","JD.com, Inc.","close",53,1590586201086,52.16,1590609600759,53,49.92,52.16,"Close","May 27, 2020",1590609600759,15886109,52.175,100,1590609577388,51.69,1590655676781,51.55,-0.61,-0.01169,1590660500232,52.6,-0.44,-0.00837,0.01836012833601985,291671,18144264,0,0,0,0,64608140480,56.5,25.48,0.44213,"NASDAQ","official","official",1590623941729,"15 minute delayed price",1590591015228,"15 minute delayed price",52.17,1590609598027,21407433,0,,,52.175,1590609577388,89.93,1590609599976,"Retail Trade",25
"TIF","Tiffany & Co.","close",125.74,1590586200807,127.54,1590609601723,127.58,125.57,127.54,"Close","May 27, 2020",1590609601723,1754304,127.46,100,1590609598620,127.54,1590618600010,127.54,0,0,1590615261987,125.37,2.17,0.01731,0.02226942171275771,38909,1940118,0,0,0,0,15475065900,134.42,78.6,-0.029089999999999998,"New York Stock Exchange","official","official",1590618600010,"15 minute delayed price",1590586256292,"15 minute delayed price",127.48,1590609598535,2848159,0,,,127.46,1590609598620,28.47,1590609599939,"Retail Trade",17
"WMT","Walmart, Inc.","close",123.97,1590586200922,122.48,1590609601819,124.49,121.03,122.48,"Close","May 27, 2020",1590609601819,9591868,122.335,100,1590609593459,122.48,1590653886502,122.9,0.42,0.00343,1590660978290,123.86,-1.38,-0.01114,0.030474251730736913,292305,9267298,0,0,0,0,347071576000,133.38,100.6,0.01936,"New York Stock Exchange","official","official",1590623969709,"15 minute delayed price",1590594256314,"15 minute delayed price",122.43,1590609598621,7910182,0,,,122.335,1590609593459,23.15,1590609598742,"Retail Trade",29
"LULU","lululemon athletica, Inc.","close",281.38,1590586200976,281.5,1590609600406,282.9,271.6,281.5,"Close","May 27, 2020",1590609600406,2159041,281.75,100,1590609580763,281.5,1590623892591,281.5,0,0,1590660859591,281.41,0.09,0.00032,0.059093965954357626,127149,1794608,0,0,0,0,36697730329,284.92,128.85,0.20901999999999998,"NASDAQ","official","official",1590623892591,"15 minute delayed price",1590591068065,"15 minute delayed price",281.6,1590609598584,2118784,0,,,281.77,1590609580763,56.84,1590609600406,"Retail Trade",14
"KMX","CarMax, Inc.","close",87.82,1590586200782,89.21,1590609602011,89.8,86.06,89.21,"Close","May 27, 2020",1590609602011,2217361,89.21,100,1590609598071,88.5,1590619697569,88.5,-0.71,-0.00796,1590619697569,85.22,3.99,0.04682,0.03346830231847861,74077,2035559,0,0,0,0,14518481450,103.18,37.59,0.06092,"New York Stock Exchange","official","official",1590619697569,"15 minute delayed price",1590590986287,"15 minute delayed price",89.18,1590609598458,1776678,0,,,89.21,1590609598071,16.56,1590609599998,"Retail Trade",14
"HD","The Home Depot, Inc.","close",242.69,1590586201247,247.36,1590609601919,247.39,240.78,247.36,"Close","May 27, 2020",1590609601919,4560407,247.38,100,1590609597971,249,1590653106755,248.24,0.88,0.00356,1590660924447,242.48,4.88,0.02013,0.039359206316453774,179494,5556072,0,0,0,0,265694323200,248.32,140.63,0.14923,"New York Stock Exchange","official","official",1590623958796,"15 minute delayed price",1590590984196,"IEX real time price",247.31,1590609597992,4535235,0,,,247.38,1590609597971,24.48,1590609598424,"Retail Trade",13
"TGT","Target Corp.","close",115.63,1590586201058,117.41,1590609601769,117.45,114.22,117.41,"Close","May 27, 2020",1590609601769,8260266,117.41,100,1590609597989,117,1590623553525,117.4,-0.01,-0.00009,1590660035354,115.12,2.29,0.01989,0.07230280799037332,596768,6105454,0,0,0,0,58695607200,130.24,79.13,-0.06810999999999999,"New York Stock Exchange","official","official",1590623553525,"15 minute delayed price",1590590273545,"IEX real time price",117.43,1590609596566,7274613,0,,,117.41,1590609597989,21.56,1590609601732,"Retail Trade",15
"DG","Dollar General Corp.","close",180.6,1590586200769,187.2,1590609601914,187.2,179.05,187.2,"Close","May 27, 2020",1590609601914,3556398,187.01,10,1590609597076,187.5,1590654373965,187.32,0.12,0.00064,1590660791935,180.36,6.84,0.03792,0.07096646663281218,252385,2054413,0,0,0,0,47083608000,187.2,118.2,0.23062000000000002,"New York Stock Exchange","official","official",1590623991367,"15 minute delayed price",1590586470052,"15 minute delayed price",186.84,1590609597794,2550018,0,,,187.01,1590609597076,28.01,1590609601904,"Retail Trade",17
"WDAY","Workday, Inc.","close",170,1590586201245,170.38,1590609600228,170.93,162.66,170.38,"Close","May 27, 2020",1590609600228,3923562,181.21,30,1590611362100,178,1590655151003,180,9.62,0.05646,1590660502348,168.34,2.04,0.01212,0.028688727233060162,112562,2276932,0,0,0,0,39744926296,226.83,107.75,0.03792,"NASDAQ","official","official",1590623999377,"15 minute delayed price",1590591000201,"15 minute delayed price",170.34,1590609596790,3999095,0,,,170.11,1590609588901,-80.54,1590609600228,"Technology Services",16
"Z","Zillow Group, Inc. Class C","tops",,,,,340900,329700,33.55,"IEX real time price","9:58:35 AM",1547737115229,,33.55,100,1547737115229,335600,94435214,,,,,,,,,3532,0,0,0,33.73,148,6378363215,340900,0,0,"NASDAQ",,,,,,,,,,,,,,,,,"Commercial Services",30
"SPLK","Splunk, Inc.","close",180.48,1590586201424,181.62,1590609600692,182,171.16,181.62,"Close","May 27, 2020",1590609600692,3308842,181.53,100,1590609589377,181.55,1590653909515,181.55,-0.07,-0.00039,1590653909515,181.15,0.47,0.00259,0.03875434366464159,128232,1942311,0,0,0,0,28840529520,186.47,93.92,0.20559000000000002,"NASDAQ","official","official",1590622864503,"15 minute delayed price",1590591007428,"15 minute delayed price",181.62,1590609598562,3828665,0,,,181.53,1590609589377,-57.94,1590609599799,"Technology Services",21
"LUV","Southwest Airlines Co.","close",34.79,1590586201062,33.66,1590609602079,35.16,31.4,33.66,"Close","May 27, 2020",1590609602079,44703385,33.635,100,1590609594162,34.05,1590655960679,33.55,-0.11,-0.00327,1590660112733,32.52,1.14,0.03506,0.01087436667268038,486121,29172964,0,0,0,0,19838732760,58.83,22.47,-0.34594,"New York Stock Exchange","official","official",1590623976142,"15 minute delayed price",1590591030875,"15 minute delayed price",33.655,1590609597667,41232499,0,,,33.635,1590609594162,9.9,1590609598715,"Transportation",32
"OGE","OGE Energy Corp.","close",32.41,1590586200830,31.42,1590609602107,32.94,31.28,31.42,"Close","May 27, 2020",1590609602107,1817386,31.45,100,1590609590295,31.42,1590618600003,31.42,0,0,1590614815329,31.83,-0.41,-0.01288,0.01762256339599843,32027,1467827,0,0,0,0,6289309980,46.43,23.01,-0.30678,"New York Stock Exchange","official","official",1590618600003,"15 minute delayed price",1590609007754,"15 minute delayed price",31.41,1590609600439,1783468,0,,,31.45,1590609590295,-59.73,1590609599928,"Utilities",40
"FE","FirstEnergy Corp.","close",41.23,1590586200720,41.36,1590609601811,41.38,40.56,41.36,"Close","May 27, 2020",1590609601811,5171451,41.345,100,1590609588458,41.58,1590622775803,41.58,0.22,0.00532,1590622775803,40.71,0.65,0.01597,0.025286133427542868,130766,3458377,0,0,0,0,22406945440,52.52,32,-0.13232999999999998,"New York Stock Exchange","official","official",1590622775803,"15 minute delayed price",1590596503511,"15 minute delayed price",41.36,1590609597846,2348226,0,,,41.345,1590609588458,41.48,1590609627313,"Utilities",40
"NRG","NRG Energy, Inc.","close",36.11,1590586200927,35.97,1590609601858,36.75,35.68,35.97,"Close","May 27, 2020",1590609601858,2344940,35.945,100,1590609588583,35.97,1590618600002,35.97,0,0,1590616222774,35.74,0.23,0.00644,0.04002565796582041,93723,2794636,0,0,0,0,8779809390,41.78,19.54,-0.09046,"New York Stock Exchange","official","official",1590618600002,"15 minute delayed price",1590591071582,"15 minute delayed price",35.96,1590609598533,2330385,0,,,35.945,1590609588583,2.18,1590609601855,"Utilities",40
"CMS","CMS Energy Corp.","close",56.52,1590586200689,55.97,1590609601967,56.535,55.215,55.97,"Close","May 27, 2020",1590609601967,1774980,55.975,100,1590609579341,55.97,1590618600005,55.97,0,0,1590614817610,55.68,0.29,0.00521,0.03190261814626604,56125,2110137,0,0,0,0,16019789370,69.17,46.03,-0.10439,"New York Stock Exchange","official","official",1590618600005,"15 minute delayed price",1590598343294,"15 minute delayed price",55.96,1590609594419,1289143,0,,,55.975,1590609579341,22.31,1590609644899,"Utilities",28
"PNW","Pinnacle West Capital Corp.","close",75.63,1590586200756,75.5,1590609601724,75.85,73.79,75.5,"Close","May 27, 2020",1590609601724,1433462,75.49,27,1590609597913,75.5,1590618600002,75.5,0,0,1590614815497,74.34,1.16,0.0156,0.040469559526367604,57631,1136792,0,0,0,0,8493221500,105.51,60.05,-0.1467,"New York Stock Exchange","official","official",1590618600002,"15 minute delayed price",1590600796788,"15 minute delayed price",75.51,1590609598512,1085333,0,,,75.49,1590609597913,15.42,1590609599978,"Utilities",28
"FTS","Fortis, Inc.","close",37.8,1590586200629,37.86,1590609601849,37.92,36.887,37.86,"Close","May 27, 2020",1590609601849,621687,37.89,100,1590609439258,37.86,1590618600004,37.86,0,0,1590609892232,37.57,0.29,0.00772,0.010526197266470104,6544,506498,0,0,0,0,17578398000,44.72,28.59,-0.08108,"New York Stock Exchange","official","official",1590618600004,"15 minute delayed price",1590591013549,"15 minute delayed price",37.86,1590609600964,884502,0,,,37.89,1590609439258,13.47,1590609601848,"Utilities",28
"HUM","Humana, Inc.","close",398,1590586200809,399.34,1590609601986,400.52,383.655,399.34,"Close","May 27, 2020",1590609601986,835360,399.67,80,1590609598162,399.34,1590622280726,399.34,0,0,1590622280726,397.09,2.25,0.00567,0.06817192368432284,55902,1000249,0,0,0,0,52795144040,412.7,208.25,0.09326999999999999,"New York Stock Exchange","official","official",1590586325694,"IEX real time price",1590592236283,"15 minute delayed price",399.34,1590609600690,731318,0,,,399.67,1590609598162,20.4,1590609633482,"Health Services",24
"ANTM","Anthem, Inc.","close",286.25,1590586200628,287.25,1590609601754,287.64,277.565,287.25,"Close","May 27, 2020",1590609601754,1337695,287.29,92,1590609584289,287.5,1590652896884,287.5,0.25,0.00087,1590652896884,283.42,3.83,0.01351,0.031759108017896456,42484,1448513,0,0,0,0,72420321000,312.48,171.03,-0.03739,"New York Stock Exchange","official","official",1590623467722,"15 minute delayed price",1590592234487,"IEX real time price",287.11,1590609597938,1248149,0,,,287.29,1590609584289,15.28,1590609601746,"Health Services",24
"BIO","Bio-Rad Laboratories, Inc.","close",480.89,1590586200600,470.72,1590609601832,480.89,465.37,470.72,"Close","May 27, 2020",1590609601832,316804,469.78,100,1590609590438,470.72,1590618600003,470.72,0,0,1590614817260,481.15,-10.43,-0.02168,0.11554050214963478,36603,249650,0,0,0,0,13955986582,484.71,281.66,0.24342,"New York Stock Exchange","official","official",1590618600003,"15 minute delayed price",1590601316680,"15 minute delayed price",469.59,1590609596016,206048,0,,,469.78,1590609590438,8.9,1590609623815,"Health Technology",22
