symbol,companyName,open,close,high,low,latestPrice,latestVolume,previousClose,change,changePercent,avgTotalVolume,marketCap,week52High,week52Low,ytdChange,primaryExchange,previousVolume,volume,peRatio,sector
PSTVZ,"Plus Therapeutics, Inc.",,,0.007,0.007,0.007,0,,,,,28780,0,0,0,NASDAQ,,0,,Health Technology
AMRHW,"Ameri Holdings, Inc.",0.0115,0.0115,0.0115,0.0115,0.0115,4444,,,,,29003,0.94,0.0115,0,NASDAQ,,0,,Consumer Durables
CYTXZ,"Cytori Therapeutics, Inc.",0.0014,0.0014,,,0.0014,0,0.002,-0.0006,-0.3,33252,31018,0.18,0.0014,,NASDAQ,,0,,Health Technology
DRIOW,DarioHealth Corp.,0.0241,0.024,0.0297,0.0239,0.024,400,,,,,52436,0.6,0.02,0,NASDAQ,,0,,Health Technology
LMFAW,"LM Funding America, Inc.",0.0143,0.02,0.0259,0.0143,0.02,2203,,,,,76000,0.19,0.01,0,NASDAQ,,0,,Commercial Services
CHEKW,Check-Cap Ltd.,,,0.0101,0.0101,0.0101,0,,,,,83487,1.23,0.0101,0,NASDAQ,,0,,Health Technology
AMRHW,"Ameri Holdings, Inc.",0.033,0.0331,0.0333,0.032,0.0331,5745,,,,,107476,0.94,0.02,0,NASDAQ,,0,,Technology Services
OXBRW,Oxbridge Re Holdings Ltd.,0.0301,0.025,0.049,0.023,0.025,8400,,,,,143350,0.18,0.01,0,NASDAQ,,0,,Finance
ALGRW,Allegro Merger Corp.,,,0.0097,0.0097,0.0097,0,,,,,148188,1,0.22,0,NASDAQ,,0,,Finance
AIRTW,"Air T, Inc.",0.05,0.052,0.0576,0.05,0.052,1001,,,,,151476,0,0,0,NASDAQ,,0,,Transportation
EYEGW,"EyeGate Pharmaceuticals, Inc.",,,0.0391,0.0391,0.0391,0,,,,,180906,0.15,0.01,0,NASDAQ,,0,,Health Technology
TOTAW,Tottenham Acquisition I Ltd.,,,0.05,0.05,0.05,0,,,,,185520,0.25,0.12,0,NASDAQ,,0,,Finance
KBLMW,KBL Merger Corp. IV,0.045,0.045,0.045,0.045,0.045,900,,,,,199085,0.4,0.05,0,NASDAQ,,0,,Finance
BRPAW,Big Rock Partners Acquisition Corp.,0.0801,0.08,0.0831,0.08,0.08,6000,,,,,217282,0.55,0.2,0,NASDAQ,,0,,Finance
ALGRR,Allegro Merger Corp.,,,0.018,0.018,0.018,0,,,,,274988,0.46,0.16,0,NASDAQ,,0,,Finance
NBACW,Newborn Acquisition Corp.,0.0409,0.0409,0.044,0.0409,0.0409,10000,,,,,305114,0,0,0,NASDAQ,,0,,Finance
MNGA,"MagneGas Applied Technology Solutions, Inc.",,,2000,1755,0.1801,,,,,0,321092,2000,0,0,NASDAQ,,,,Industrial Services
CETXW,"Cemtrex, Inc.",0.0261,0.033,0.035,0.0261,0.033,9320,,,,,323645,0.5,0.01,0,NASDAQ,,0,,Electronic Technology
SGLBW,"Sigma Labs, Inc.",,,0.105,0.105,0.105,0,,,,,324046,0.97,0.11,0,NASDAQ,,0,,Technology Services
FLLCW,"Fellazo, Inc.",,,0.055,0.055,0.055,0,,,,,328873,0,0,0,NASDAQ,,0,,Finance
SRTSW,"Sensus Healthcare, Inc.",0.021,0.021,0.021,0.021,0.021,2000,,,,,346815,3.8,0.35,0,NASDAQ,,0,,Health Technology
BNTCW,Benitec Biopharma Ltd.,,,0.0352,0.0352,0.0352,0,,,,,376977,0.85,0.11,0,NASDAQ,,0,,Health Technology
NUROW,"NeuroMetrix, Inc.",0.145,0.14,0.145,0.14,0.14,41,,,,,383069,0.1,0.01,0,NASDAQ,,0,,Health Technology
KBLMR,KBL Merger Corp. IV,0.0891,0.088,0.0959,0.0612,0.088,71550,,,,,389321,0.56,0.12,0,NASDAQ,,0,,Finance
SLRX,"Flex Pharma, Inc.",14.5,14.4,14.57,13.053,14.4,55629,14.51,-0.11,-0.00758,86223,416310,74.89,7.53,0.817577,NASDAQ,109583,0,-0.06,Health Technology
CNACW,Constellation Alpha Capital Corp.,0.078,0.078,0.08,0.06,0.078,1700,0.076,0.002,0.02632,32727,416754,0.5,0.06,-0.3903466667,NASDAQ,,0,,Finance
ESTRW,"Estre Ambiental, Inc.",,,,,0.0095,0,,,,,433552,0.88,0.0095,0,NASDAQ,,0,,Industrial Services
BRPAR,Big Rock Partners Acquisition Corp.,0.16,0.16,0.1998,0.16,0.16,5451,,,,,434565,0.54,0.26,0,NASDAQ,,0,,Finance
ORSNW,Orisun Acquisition Corp.,,,0.08,0.08,0.08,0,,,,,462640,0,0,0,NASDAQ,,0,,Finance
LOACW,Longevity Acquisition Corp.,,,0.089,0.089,0.089,0,,,,,469030,0.25,0.1,0,NASDAQ,,0,,Finance
QLGN,"Qualigen Therapeutics, Inc.",7.25,6.4,7.48,6.1,6.4,462100,7.8,-1.4,-0.17949,433670,472608,31.75,3.75,-0.50649,NASDAQ,403145,0,-0.02,Health Technology
AGBAW,AGBA Acquisition Ltd.,,,0.08,0.08,0.08,0,,,,,478000,0,0,0,NASDAQ,,0,,Finance
TOTAR,Tottenham Acquisition I Ltd.,0.15,0.15,0.1649,0.15,0.15,1117,,,,,556559,0.41,0.22,0,NASDAQ,,0,,Finance
AGFSW,"AgroFresh Solutions, Inc.",0.016,0.0109,0.016,0.01,0.0109,37277,,,,,556675,0.77,0.05,0,NASDAQ,,0,,Process Industries
TBLTW,"Toughbuilt Industries, Inc.",0.035,0.036,0.0449,0.035,0.036,8452,,,,,588020,1,0.21,0,NASDAQ,,0,,Consumer Non-Durables
IEAWW,"Infrastructure & Energy Alternatives, Inc.",0.0275,0.0274,0.0275,0.0115,0.0274,33347,,,,,616670,1.69,0.66,0,NASDAQ,,0,,Industrial Services
LIVKW,LIV Capital Acquisition Corp.,,,0.3,0.3,0.3,0,,,,,624750,0,0,0,NASDAQ,,0,,Finance
ARTLW,"Artelo Biosciences, Inc.",0.133,0.1899,0.1899,0.133,0.1899,13430,,,,,650863,0,0,0,NASDAQ,,0,,Retail Trade
CLRBZ,"Cellectar BioSciences, Inc.",0.078,0.07,0.078,0.0551,0.07,37161,,,,,657721,0.58,0.04,0,NASDAQ,,0,,Health Technology
AVCTW,"American Virtual Cloud Technologies, Inc.",0.0353,0.034,0.04,0.0311,0.034,12024,,,,,667617,0,0,0,NASDAQ,,0,,Finance
ZGYHW,Yunhong International,,,0.1008,0.1008,0.1008,0,,,,,727776,0,0,0,NASDAQ,,0,,Finance
PHIOW,Phio Pharmaceuticals Corp.,0.35,0.1601,0.35,0.1501,0.1601,13997,,,,,733407,1.21,0.01,0,NASDAQ,,0,,Health Technology
AMRWW,"Alta Mesa Resources, Inc.",0.0029,0.002,0.003,0.0019,0.002,37801,0.0061,-0.0041,-0.67213,309515,776464,2.14,0.002,-0.67213,NASDAQ,,0,,Energy Minerals
GTECW,Greenland Technologies Holding Corp.,,,,,0.1395,4200,,,,,806589,0.1395,0,0,NASDAQ,,0,,Finance
GLACW,Greenland Acquisition Corp.,0.18,0.149,0.19,0.1484,0.149,35100,,,,,861518,0.75,0.1,0,NASDAQ,,0,,Finance
FLLCR,"Fellazo, Inc.",,,0.1451,0.1451,0.1451,0,,,,,867625,0,0,0,NASDAQ,,0,,Finance
LOACR,Longevity Acquisition Corp.,,,0.17,0.17,0.17,0,,,,,895900,4.4,0.21,0,NASDAQ,,0,,Finance
HCCHW,HL Acquisitions Corp.,0.1499,0.14,0.1499,0.14,0.14,110,,,,,918575,1.04,0.3,0,NASDAQ,,0,,Finance
HCCHR,HL Acquisitions Corp.,0.1101,0.14,0.15,0.1101,0.14,17089,,,,,918575,0.86,0.25,0,NASDAQ,,0,,Finance
GRNVW,Greenvision Acquisition Corp.,0.13,0.13,0.13,0.13,0.13,100,,,,,934375,0,0,0,NASDAQ,,0,,Finance
PAACW,Proficient Alpha Acquisition Corp.,0.04,0.07,0.07,0.04,0.07,60537,,,,,1012690,0,0,0,NASDAQ,,0,,Finance
OPESW,Opes Acquisition Corp.,0.1368,0.1368,0.15,0.08,0.1368,4370,,,,,1075668,0.55,0.21,0,NASDAQ,,0,,Finance
ZGYHR,Yunhong International,,,0.15,0.15,0.15,0,,,,,1083000,0,0,0,NASDAQ,,0,,Finance
SJOYW,Scienjoy Holding Corp.,0.17,0.15,0.17,0.15,0.15,61600,,,,,1118700,0,0,0,NASDAQ,,0,,Commercial Services
NBACR,Newborn Acquisition Corp.,0.16,0.16,0.164,0.16,0.16,23900,,,,,1193600,0,0,0,NASDAQ,,0,,Finance
AGBAR,AGBA Acquisition Ltd.,,,0.1999,0.1999,0.1999,0,,,,,1194403,0,0,0,NASDAQ,,0,,Finance
GPAQW,Gordon Pointe Acquisition Corp.,0.2,0.2,0.21,0.2,0.2,2000,,,,,1199688,0.68,0.2,0,NASDAQ,,0,,Finance
ALACW,Alberton Acquisition Corp.,0.07,0.09,0.09,0.069,0.09,131014,,,,,1322082,0.2,0.08,0,NASDAQ,,0,,Finance
ANDAW,Andina Acquisition Corp. III,,,0.1,0.1,0.1,0,,,,,1389500,0,0,0,NASDAQ,,0,,Finance
ESSCW,East Stone Acquisition Corp.,0.065,0.08,0.08,0.06,0.08,17165,,,,,1416320,0,0,0,NASDAQ,,0,,Finance
WRLSW,Pensare Acquisition Corp.,,,0.18,0.18,0.18,0,,,,,1427940,0.68,0.15,0,NASDAQ,,0,,Finance
SJOYW,Scienjoy Holding Corp.,0.24,0.2,0.24,0.19,0.2,124125,,,,,1491600,0,0,0,NASDAQ,,0,,Finance
CHEKZ,Check-Cap Ltd.,0.06,0.05,0.06,0.05,0.05,18901,,,,,1508550,1.25,0.25,0,NASDAQ,,0,,Health Technology
ORSNR,Orisun Acquisition Corp.,,,0.27,0.27,0.27,0,,,,,1561410,0,0,0,NASDAQ,,0,,Finance
DEST,Destination Maternity Corp.,0.1505,0.11,0.189,0.11,0.11,9770611,0.1599,-0.0499,-0.31207,2395092,1564871,5.94,0.11,-1.272359,NASDAQ,4104344,0,-0.11,Retail Trade
TZACW,Tenzing Acquisition Corp.,0.2194,0.2194,0.2194,0.2099,0.2194,358,,,,,1682618,0.45,0.14,0,NASDAQ,,0,,Finance
JFKKW,8i Enterprises Acquisition Corp.,0.1825,0.252,0.35,0.1125,0.252,2038,,,,,1871730,0,0,0,NASDAQ,,0,,Finance
NHLDW,National Holdings Corp.,,,0.14,0.14,0.14,0,,,,,1886780,1.72,0.21,0,NASDAQ,,0,,Finance
NDRAW,"ENDRA Life Sciences, Inc.",,,0.1301,0.1301,0.1301,0,,,,,1887074,1.85,0.23,0,NASDAQ,,0,,Health Technology
JFKKR,8i Enterprises Acquisition Corp.,0.26,0.26,0.3,0.26,0.26,12349,,,,,1931150,0,0,0,NASDAQ,,0,,Finance
HHHHW,Wealthbridge Acquisition Ltd.,,,0.269,0.269,0.269,0,,,,,2006202,0,0,0,NASDAQ,,0,,Finance
ALACR,Alberton Acquisition Corp.,,,0.14,0.14,0.14,0,,,,,2056572,0.34,0.2,0,NASDAQ,,0,,Finance
DDMXW,DD3 Acquisition Corp. SA de CV,,,0.29,0.29,0.29,0,,,,,2094670,0.36,0.3,0,NASDAQ,,0,,Finance
VLRX,"Valeritas Holdings, Inc.",,,,,0.2568,0,0.2568,0,0,722137,2139529,11.39,0.25,-0.585806,NASDAQ,1651989,0,-0.02,Health Technology
ANDAR,Andina Acquisition Corp. III,0.155,0.155,0.155,0.15,0.155,3220,,,,,2153725,0,0,0,NASDAQ,,0,,Finance
PTACW,PropTech Acquisition Corp.,0.5,0.5,0.6699,0.5,0.5,1300,,,,,2156250,0,0,0,NASDAQ,,0,,Finance
LACQW,Leisure Acquisition Corp.,,,0.33,0.33,0.33,0,,,,,2179577,1.15,0.56,0,NASDAQ,,0,,Finance
USWSW,"US Well Services, Inc.",0.029,0.03,0.0301,0.029,0.03,54763,,,,,2201382,0.9,0.42,0,NASDAQ,,0,,Finance
TDACW,Trident Acquisitions Corp.,0.179,0.1681,0.179,0.14,0.1681,18820,,,,,2223123,0.37,0.18,0,NASDAQ,,0,,Finance
ADILW,"Adial Pharmaceuticals, Inc.",0.2102,0.2102,0.2102,0.2102,0.2102,2,,,,,2234342,2.45,0.26,0,NASDAQ,,0,,Health Technology
INAP,Internap Corp.,,,0.1,0.085,0.085,0,0.0992,-0.0142,-0.14315,1487849,2262785,5.18,0.08,-1.066573,NASDAQ,3396109,0,-0.02,Technology Services
ESSCR,East Stone Acquisition Corp.,0.1301,0.1301,0.1301,0.13,0.1301,27000,,,,,2303290,0,0,0,NASDAQ,,0,,Finance
EYESW,"Second Sight Medical Products, Inc.",0.08,0.0999,0.1,0.08,0.0999,15379,,,,,2313454,1.66,0.15,0,NASDAQ,,0,,Health Technology
GRNVR,Greenvision Acquisition Corp.,,,0.34,0.34,0.34,0,,,,,2443750,0,0,0,NASDAQ,,0,,Finance
TKKSW,TKK Symphony Acquisition Corp.,,,,,0.08,0,,,,,2516000,0.32,0.08,0,NASDAQ,,0,,Finance
MTFB,Motif Bio Plc,,,,,0.105,0,0.1101,-0.0051,-0.04632,976817,2548077,11.49,0.075,-0.04632,NASDAQ,4281072,0,-0.13,Health Technology
SAQNW,"Software Acquisition Group, Inc.",,,0.69,0.69,0.69,0,,,,,2578875,0,0,0,NASDAQ,,0,,Finance
SRACW,Stable Road Acquisition Corp.,,,0.6,0.6,0.6,0,,,,,2587500,0,0,0,NASDAQ,,0,,Finance
PAACR,Proficient Alpha Acquisition Corp.,0.18,0.1813,0.1813,0.1799,0.1813,2000,,,,,2622867,0,0,0,NASDAQ,,0,,Finance
HJLIW,"Hancock Jaffe Laboratories, Inc.",0.1195,0.13,0.13,0.1199,0.13,6348,,,,,2732457,1.8,0.21,0,NASDAQ,,0,,Health Technology
CTRV,"ContraVir Pharmaceuticals, Inc.",3.59,3.58,3.7,3.53,3.58,138480,3.56,0.02,0.00562,1182789,2874740,91,3.52,-0.818631,NASDAQ,109633,0,-0.04,Health Technology
ABIL,"Ability, Inc.",,,,,0.36,0,0.36,0,0,531629,2894062,2.78,0.2468,-0.815385,NASDAQ,343670,0,-0.1,Electronic Technology
DSKEW,"Daseke, Inc.",0.0522,0.045,0.0522,0.0411,0.045,10435,,,,,2907716,1.28,0.12,0,NASDAQ,,0,,Transportation
RBZ,Reebonz Holding Ltd.,,,0.52,0.371,0.48,0,0.48,0,0,573081,2986541,8.09,0.3,-0.571429,NASDAQ,5579424,0,-0.03,Finance
TRPX,Therapix Biosciences Ltd.,0.5196,0.53,0.6,0.49,0.53,7863673,0.51,0.02,0.03922,3218262,3031441,4.69,0.25,-0.48758,NASDAQ,3496234,0,,Health Technology
CREXW,"Creative Realities, Inc.",0.2125,0.31,0.4052,0.1625,0.31,34240,,,,,3046376,0.85,0.3,0,NASDAQ,,0,,Technology Services
APEX,"APEX Global Brands, Inc.",0.53,0.59,0.65,0.5288,0.59,1426071,0.5138,0.0762,0.14831,251610,3286890,2.82,0.26,-0.14089,NASDAQ,209672,0,-0.28,Consumer Non-Durables
GSMGW,Glory Star New Media Group Holdings Ltd.,0.06,0.06,0.06,0.051,0.06,230,,,,,3353934,0,0,0,NASDAQ,,0,,Finance
IGLD,Internet Gold-Golden Lines Ltd.,,,,,12,0,14.26,-2.26,-0.15849,4363,3360372,276,9.32,-1.08829,NASDAQ,76620,0,-0.02,Communications
AMRH,"Ameri Holdings, Inc.",1.47,1.34,1.47,1.33,1.34,26851,1.33,0.01,0.00752,125790,3379480,12,1.21,-0.436463,NASDAQ,13503,0,-0.09,Consumer Durables
ORPN,Bioblast Pharma Ltd.,,,11800,9913,1.04,,,,,0,3476089,11800,0,0,NASDAQ,,,,Health Technology
BRACW,Black Ridge Acquisition Corp.,0.27,0.2005,0.3298,0.2005,0.2005,99926,0.4,-0.1995,-0.49875,43879,3547848,0.52,0.17,-0.5701785714,NASDAQ,,0,,Finance
MCEP,Mid-Con Energy Partners LP,2.48,2.32,2.514,2.29,2.32,16255,2.37,-0.05,-0.0211,113701,3614560,17,1.14,-0.5915,NASDAQ,87179,0,-0.68,Energy Minerals
MYNDW,"MYnd Analytics, Inc.",0.29,0.29,0.29,0.29,0.29,500,0.19,0.1,0.52632,2495,3683290,0.85,0.06,0.9548914286,NASDAQ,,0,,Health Services
IMACW,"IMAC Holdings, Inc.",0.28,0.374,0.41,0.28,0.374,1571,,,,,3743403,0,0,0,NASDAQ,,0,,Health Services
MTSL,MER Telemanagement Solutions Ltd.,0.96,1.05,1.08,1.018,1.05,87324,0.98,0.07,0.07143,19296,3792600,2.66,0.7479,0.13203,NASDAQ,73862,0,-13.27,Technology Services
CUR,"Neuralstem, Inc.",1.71,1.52,1.65,1.4,1.476,128766,1.52,-0.044,-0.02895,1413245,3894116,13.77,1.1,-0.798437,NASDAQ,2097134,128766,-0.19,Health Technology
OPTT,"Ocean Power Technologies, Inc.",0.48,0.43,0.48,0.412,0.43,509323,0.4598,-0.0298,-0.06481,1372700,3980080,2.58,0.329,-0.59231,NASDAQ,2367574,0,-0.17,Producer Manufacturing
APRI,"Apricus Biosciences, Inc.",,,2800,2500,0.2654,,,,,0,4038653,2800,0,0,NASDAQ,,,,Health Technology
LMFA,"LM Funding America, Inc.",1.15,1.08,1.15,1,1.08,53086,1.04,0.04,0.03846,85984,4104000,1.93,0.3,0.43166,NASDAQ,114260,0,-1.09,Commercial Services
ATCXW,"Atlas Technical Consultants, Inc.",,,,,0.7099,16548,,,,,4136829,0.7099,0,0,NASDAQ,,0,,Industrial Services
SNNA,"Sienna Biopharmaceuticals, Inc.",,,,,0.1358,0,0.1358,0,0,13315740,4197239,0.1696,0.105,0,NASDAQ,13315740,0,-0.07,Health Technology
LATNW,Union Acquisition Corp. II,,,0.24,0.24,0.24,0,,,,,4200000,0,0,0,NASDAQ,,0,,Finance
MTSL,MER Telemanagement Solutions Ltd.,,,,,1.17,13463,1.13,0.04,0.0354,94203,4205097,2.66,0.7162,0.108794,NASDAQ,37380,0,-14.79,Electronic Technology
WRLSR,"American Virtual Cloud Technologies, Inc.",,,0.2188,0.2188,0.2188,0,,,,,4296313,0.55,0.18,0,NASDAQ,,0,,Finance
SES,"Synthesis Energy Systems, Inc.",,,3.2,1.66,2.77,0,2.77,0,0,54202,4366905,26.1,1.5,-0.7303,NASDAQ,345606,0,-0.14,Energy Minerals
GNRSW,Greenrose Acquisition Corp.,0.2,0.2,0.2001,0.2,0.2,25000,,,,,4378600,0,0,0,NASDAQ,,0,,Finance
AFH,"Atlas Financial Holdings, Inc.",0.393,0.37,0.41,0.36,0.37,1772212,0.3934,-0.0234,-0.05948,263331,4418836,1.09,0.305,-0.18888,NASDAQ,894343,0,-0.07,Finance
GLBS,Globus Maritime Ltd.,0.71,0.69,0.79,0.6671,0.69,1554699,0.687,0.003,0.00437,655471,4427502,3.17,0.3,-0.31243,NASDAQ,376150,0,-0.1,Transportation
IPWR,"Ideal Power, Inc.",1.96,2.09,2.09,1.93,2.09,144047,1.95,0.14,0.07179,81681,4443904,5.5,1.08,-0.03121,NASDAQ,4557,0,-1.01,Producer Manufacturing
MNCLW,Monocle Acquisition Corp.,0.2,0.2,0.2,0.2,0.2,400,,,,,4456000,0,0,0,NASDAQ,,0,,Finance
GEMP,"Gemphire Therapeutics, Inc.",,,,,0.3,0,0.3011,-0.0011,-0.00365,148676,4461600,1.48,0.238,-0.63328,NASDAQ,48996,0,-0.31,Health Technology
KTOVW,Kitov Pharma Ltd.,0.0555,0.047,0.0555,0.04,0.047,48951,,,,,4490924,1.05,0.11,0,NASDAQ,,0,,Health Technology
CHPMW,CHP Merger Corp.,,,0.6,0.6,0.6,0,,,,,4500000,0,0,0,NASDAQ,,0,,Finance
EDTXW,EdtechX Holdings Acquisition Corp.,,,0.58,0.58,0.58,0,,,,,4585480,0.45,0.22,0,NASDAQ,,0,,Finance
XBIOW,"Xenetic Biosciences, Inc.",0.73,0.73,0.73,0.7262,0.73,2100,,,,,4588050,0,0,0,NASDAQ,,0,,Health Technology
CYTX,"Cytori Therapeutics, Inc.",0.2265,0.2077,0.2265,0.2043,0.2077,444060,0.22,-0.0123,-0.05591,728211,4601801,0.75,0.2043,-0.406847,NASDAQ,320795,0,-0.14,Health Technology
RPAYW,Repay Holdings Corp.,0.63,0.721,0.75,0.63,0.721,228795,,,,,4650450,0.721,0,0,NASDAQ,,228795,,Finance
DRAD,Digirad Corp.,2.35,2.23,2.36,2.08,2.23,364661,2.37,-0.14,-0.05907,390093,4677157,8.84,1.99,-0.19807,NASDAQ,1692838,0,-0.63,Health Technology
KBSF,KBS Fashion Group Ltd.,1.7,1.81,1.85,1.69,1.81,40552,1.67,0.14,0.08383,66632,4690253,4.26,0.95,-0.01117,NASDAQ,38313,0,-0.27,Consumer Non-Durables
EARS,Auris Medical Holding Ltd.,1.09,1.02,1.09,0.97,1.02,273317,1.05,-0.03,-0.02857,297521,4701262,3.2,0.65,-0.37477,NASDAQ,2326310,0,-0.41,Health Technology
CCCL,China Ceramics Co. Ltd.,0.6195,0.59,0.62,0.57,0.59,808395,0.6231,-0.0331,-0.05312,1794790,4728897,1.77,0.26,-0.19802,NASDAQ,536553,0,-0.5,Producer Manufacturing
TCCO,Technical Communications Corp.,2.54,2.56,2.67,2.481,2.56,22119,2.47,0.09,0.03644,13413,4736000,10.49,1.72,-0.47506,NASDAQ,5489,0,11.88,Electronic Technology
NAKD,Naked Brand Group Ltd.,0.67,0.67,0.77,0.6324,0.67,6741142,0.64,0.03,0.04688,2814873,4803203,57.75,0.361,-0.53442,NASDAQ,2765017,0,-0.02,Consumer Non-Durables
AMRH,"Ameri Holdings, Inc.",1.5,1.48,1.66,1.25,1.48,202145,1.49,-0.01,-0.00671,161562,4805560,11.38,0.6264,-0.34891,NASDAQ,167941,0,-0.63,Technology Services
ARTL,"Artelo Biosciences, Inc.",1.3,1.43,1.46,1.22,1.43,226589,1.32,0.11,0.08333,79696,4901182,12,0.61,-0.42017,NASDAQ,92659,0,-0.59,Retail Trade
BLIN,"Bridgeline Digital, Inc.",1.68,1.74,1.98,1.56,1.74,2750218,1.68,0.06,0.03571,2032200,4971180,4.18,0.5323,0.18041,NASDAQ,866083,0,0.53,Technology Services
CREG,China Recycling Energy Corp.,2.14,2.26,2.26,2.12,2.26,115690,2.15,0.11,0.05116,364204,5045766,7.4,1.6,-0.16134,NASDAQ,212412,0,-0.03,Producer Manufacturing
ENTXW,Entera Bio Ltd.,0.28,0.28,0.28,0.28,0.28,2,,,,,5105576,1.47,0.3,0,NASDAQ,,0,,Health Technology
MARPS,Marine Petroleum Trust,,,2.65,2.3,2.56,197020,2.28,0.28,0.12281,34673,5120000,3,1.01,0.45611,NASDAQ,82007,0,9.19,Energy Minerals
BCDAW,"BioCardia, Inc.",0.75,0.75,0.75,0.75,0.75,1,,,,,5136000,0,0,0,NASDAQ,,0,,Health Technology
OXBR,Oxbridge Re Holdings Ltd.,0.95,0.9,0.9,0.87,0.9,7929,0.9199,-0.0199,-0.02163,10292,5160600,2.55,0.7,0.19397,NASDAQ,4340,0,-9.87,Finance
SPEX,"Spherix, Inc.",2.21,2.23,2.85,2.13,2.23,865245,2.22,0.01,0.0045,55131,5250357,6.58,1.94,-0.273256,NASDAQ,36071,0,-2.38,Technology Services
MYSZ,"My Size, Inc.",2.4,2.64,2.65,2.34,2.64,122764,2.4,0.24,0.1,128432,5259514,15.45,2.3,-0.07882,NASDAQ,104615,122764,-0.08,Health Technology
HCCOW,Healthcare Merger Corp.,,,0.85,0.85,0.85,0,,,,,5312500,0,0,0,NASDAQ,,0,,Finance
SUMR,"Summer Infant, Inc.",0.28,0.281,0.29,0.2799,0.281,67240,0.29,-0.009,-0.03103,64999,5322140,1.12,0.1615,-0.073619,NASDAQ,60830,67240,-1.01,Consumer Non-Durables
CTIB,Yunhong CTI Ltd.,1.23,1.19,1.24,1.18,1.19,9890,1.23,-0.04,-0.03252,37420,5348586,4.14,0.4001,0.36698,NASDAQ,2567,0,-0.64,Process Industries
MOSY,"MoSys, Inc.",1.53,1.54,1.59,1.477,1.54,95740,1.54,0,0,630124,5440065,4.65,0.78,-0.1444,NASDAQ,160511,0,-0.85,Electronic Technology
SUMR,"Summer Infant, Inc.",,,,,2.62,14384,2.55,0.07,0.02745,75667,5524899,11.16,1.45,-0.007189,NASDAQ,33625,0,-9.43,Finance
SAMAW,Schultze Special Purpose Acquisition Corp.,,,0.35,0.35,0.35,0,,,,,5687500,0.6,0.35,0,NASDAQ,,0,,Finance
OPHC,"OptimumBank Holdings, Inc.",1.93,1.97,1.97,1.925,1.97,99,1.97,0,0,5035,5814160,4.91,1.68,-0.3207,NASDAQ,936,0,-3.25,Finance
ABEOW,"Abeona Therapeutics, Inc.",,,,,0.0699,0,0.92,-0.8501,-0.92402,999,5832267,16,0.0699,-0.92402,NASDAQ,,0,,Health Technology
HCACW,Hennessy Capital Acquisition Corp. IV,0.41,0.39,0.41,0.39,0.39,77968,,,,,5852925,0,0,0,NASDAQ,,0,,Finance
NURO,"NeuroMetrix, Inc.",2.26,2.23,2.3,2.16,2.23,237958,2.26,-0.03,-0.01327,942607,6101748,7,0.812,-0.49227,NASDAQ,290676,0,-0.35,Health Technology
SNES,"SenesTech, Inc.",1.75,1.83,1.9,1.65,1.83,379842,1.71,0.12,0.07018,399766,6212777,36.6,1.32,-0.76342,NASDAQ,325009,0,-0.25,Health Technology
XBIO,"Xenetic Biosciences, Inc.",1.02,1,1.04,0.98,1,121449,1.04,-0.04,-0.03846,302951,6285000,16.89,0.44,-0.34876,NASDAQ,330038,0,-0.22,Health Technology
ABIO,"ARCA biopharma, Inc.",3.87,3.95,3.97,3.67,3.95,5005,3.96,-0.01,-0.00253,22007,6296577,8.88,2.21,-0.33073,NASDAQ,6747,0,-1.13,Health Technology
AMHCW,Amplitude Healthcare Acquisition Corp.,,,0.63,0.63,0.63,0,,,,,6300000,0,0,0,NASDAQ,,0,,Finance
SLNG,"American Electric Technologies, Inc.",5.08,5.41,5.8,4.8,5.41,45683,5.08,0.33,0.06496,86056,6351340,14.72,3.17,-0.180883,NASDAQ,,45683,-1.21,Electronic Technology
IKNX,IKONICS Corp.,3.33,3.22,3.48,3.205,3.22,9389,3.25,-0.03,-0.00923,2835,6362720,8.84,2.83,-0.44823,NASDAQ,1958,0,-6.73,Process Industries
THCAW,Tuscan Holdings Corp. II,0.28,0.29,0.29,0.28,0.29,500,,,,,6376375,0,0,0,NASDAQ,,0,,Finance
CGIX,"Cancer Genetics, Inc.",3,3.06,3.07,2.95,3.06,14010,3.02,0.04,0.01325,33426,6425357,9.5,1.92,-0.46815,NASDAQ,23664,0,-0.25,Health Technology
FAMI,"Farmmi, Inc.",0.51,0.5,0.51,0.4801,0.5,143600,0.4854,0.0146,0.03008,305550,6429500,2.2,0.31,-0.34142,NASDAQ,212333,0,-19.38,Retail Trade
CTRM,"Castor Maritime, Inc.",0.74,0.7,0.758,0.68,0.7,1767508,0.7037,-0.0037,-0.00526,1211105,6429619,9.6,0.482,-0.62896,NASDAQ,1754525,0,,Transportation
SCKT,"Socket Mobile, Inc.",1.2,1.08,1.17,1.05,1.08,3681,1.15,-0.07,-0.06087,9589,6490271,2.8,0.76,-0.38587,NASDAQ,4163,0,35.06,Electronic Technology
NVFY,"Nova Lifestyle, Inc.",1.06,1.18,1.27,1.06,1.18,126966,1.08,0.1,0.09259,17567,6533117,4.4,0.66,-0.29921,NASDAQ,17374,0,3.08,Consumer Durables
TSRI,"TSR, Inc.",3.05,3.36,3.36,3.05,3.36,42,3.36,0,0,3271,6592320,8.88,2.64,-0.0667,NASDAQ,365,0,-3.07,Commercial Services
