symbol,companyName,open,close,high,low,latestPrice,latestVolume,previousClose,change,changePercent,avgTotalVolume,marketCap,week52High,week52Low,ytdChange,primaryExchange,previousVolume,volume,peRatio,sector
CTEK,"CynergisTek, Inc.",1.42,1.45,1.49,1.42,1.45,27921,1.42,0.03,0.02113,19763,15151340,4.94,1.11,-0.54987,NYSE American,40970,0,-2.5,Technology Services
LODE,"Comstock Mining, Inc.",0.54,0.55,0.5517,0.521,0.55,85894,0.5517,-0.0017,-0.00308,295937,15331250,1.1,0.15,0.23292,NYSE American,265604,0,-3.31,Non-Energy Minerals
MSN,Emerson Radio Corp.,0.749,0.73,0.7501,0.7221,0.73,33905,0.7221,0.0079,0.01094,13397,15361390,1.17,0.65,-0.14116,NYSE American,22800,0,-4.63,Consumer Durables
DSS,"Document Security Systems, Inc.",7.79,7.51,7.79,7.35,7.51,84292,7.79,-0.28,-0.03594,274120,15610962,32.6,3.68,-0.20424,NYSE American,199513,0,-0.19,Commercial Services
TIK,Tel-Instrument Electronics Corp,,,49400,45500,4.825,,,,,0,15709655,49400,0,0,NYSE American,,,,Electronic Technology
TALO+,"Talos Energy, Inc.",0.2299,0.2499,0.26,0.2,0.2499,3273,,,,,16329041,0,0,0,NYSE American,,0,,Energy Minerals
AINC,"Ashford, Inc.",6.78,6.65,7,6.425,6.65,16579,6.5,0.15,0.02308,14792,16370638,46.12,4.96,-0.69632,NYSE American,17434,0,-0.54,Finance
VOLT,"Volt Information Sciences, Inc.",0.82,0.79,0.82,0.76,0.79,55763,0.7765,0.0135,0.01739,111943,16913110,4.75,0.65,-0.66531,NYSE American,96738,0,-0.74,Commercial Services
LLEX,"Lilis Energy, Inc.",0.1806,0.18,0.183,0.18,0.18,1829109,0.1826,-0.0026,-0.01424,5580564,17170110,0.888,0.13,-0.52444,NYSE American,1977537,0,-0.05,Energy Minerals
CKX,"CKX Lands, Inc.",9.49,9.29,9.387,9.29,9.29,1752,9.1,0.19,0.02088,781,18041180,11.81,7.87,-0.00332,NYSE American,496,0,79.27,Energy Minerals
CKX,"CKX Lands, Inc.",9.25,9.33,9.335,9.33,9.33,708,9.25,0.08,0.00865,506,18118860,11.81,7.87,0.009938,NYSE American,1,0,79.61,Finance
FTNW,"FTE Networks, Inc.",,,,,1.5,0,1.5,0,0,105952,18259500,4.44,0.33,0,NYSE American,,0,-0.17,Technology Services
LBY,"Libbey, Inc.",0.845,0.82,0.8998,0.781,0.82,336315,0.8602,-0.0402,-0.04673,171328,18513140,3.59,0.4106,-0.48893,NYSE American,258416,0,-0.27,Consumer Durables
CANF,Can-Fite BioPharma Ltd.,2.17,2.07,2.18,1.91,2.07,434504,2.11,-0.04,-0.01896,539082,19060158,4.95,1.08,-0.39736,NYSE American,1158378,0,-0.55,Health Technology
FSI,"Flexible Solutions International, Inc.",1.57,1.56,1.611,1.55,1.56,11897,1.57,-0.01,-0.00637,28816,19095960,4.74,0.86,-0.41547,NYSE American,104765,0,8.8,Process Industries
CPHI,"China Pharma Holdings, Inc.",0.45,0.44,0.46,0.435,0.44,874219,0.4622,-0.0222,-0.04803,1390464,19175200,1.4,0.2121,0.78527,NYSE American,1004699,0,-0.92,Health Technology
XPL,Solitario Zinc Corp.,0.3152,0.33,0.33,0.3049,0.33,354807,0.3152,0.0148,0.04695,151844,19178412,0.378,0.132,0.12895,NYSE American,205948,0,-5.56,Non-Energy Minerals
XTNT,"Xtant Medical Holdings, Inc.",1.34,1.47,1.56,1.25,1.47,745461,1.41,0.06,0.04255,1317749,19439280,3.55,0.55,-0.00905,NYSE American,743716,0,-2.45,Health Technology
SVT,"Servotronics, Inc.",8.12,8,8.39,7.995,8,2420,7.95,0.05,0.00629,4309,19816000,11.33,5.4,-0.22811,NYSE American,1715,0,4.8,Producer Manufacturing
CVR,Chicago Rivet & Machine Co.,21.11,20.83,21.375,20.15,20.83,968,20.11,0.72,0.0358,604,20121780,30.02,18,-0.1438,NYSE American,,0,65.34,Producer Manufacturing
SDPI,"Superior Drilling Products, Inc.",0.86,0.85,0.8591,0.83,0.85,36725,0.86,-0.01,-0.01163,265418,21619580,1.21,0.2005,0.00547,NYSE American,24713,0,-42.93,Industrial Services
KLR+,"Kaleyra, Inc.",,,0.99,0.99,0.99,0,,,,,21973347,0,0,0,NYSE American,,0,,Communications
WTT,"Wireless Telecom Group, Inc.",0.934,1.02,1.02,0.934,1.02,34887,0.9526,0.0674,0.07075,21761,22080960,1.71,0.71,-0.20585,NYSE American,20537,0,-17.86,Electronic Technology
TRXC,"TransEnterix, Inc.",0.43,0.43,0.43,0.41,0.43,832676,0.4275,0.0025,0.00585,1381816,22290856,25.22,0.28,-0.72545,NYSE American,1438060,0,-0.05,Commercial Services
SIF,"SIFCO Industries, Inc.",4.15,3.97,4.22,3.97,3.97,16836,4.15,-0.18,-0.04337,623382,23486996,5.62,1.89,-0.08447,NYSE American,7844,0,-6.94,Electronic Technology
IGC,"India Globalization Capital, Inc.",0.6,0.6,0.6093,0.57,0.6,836575,0.59,0.01,0.01695,1158800,23592000,2.44,0.263,-0.05845,NYSE American,1028526,0,-4.13,Health Technology
NES,"Nuverra Environmental Solutions, Inc.",1.57,1.5,1.54,1.45,1.5,646,1.57,-0.07,-0.04459,1899,23641650,7.69,0.9429,-0.49719,NYSE American,1299,0,-0.43,Utilities
UAMY,United States Antimony Corp.,0.3317,0.34,0.35,0.3318,0.34,34008,0.3408,-0.0008,-0.00235,24220,23769876,0.8,0.25,-0.19285,NYSE American,67291,0,-7.1,Producer Manufacturing
PLAG,Planet Green Holdings Corp.,3.09,2.61,3.09,2.61,2.61,21488,3.1,-0.49,-0.15806,9649,24084454,5.35,1.53,-0.19846,NYSE American,8327,0,-3.46,Consumer Non-Durables
KIQ,"Kelso Technologies, Inc.",0.5497,0.53,0.5497,0.53,0.53,9094,0.545,-0.015,-0.02752,42690,25000153,1.58,0.4527,-0.33862,NYSE American,15019,0,7.09,Producer Manufacturing
NBY,"NovaBay Pharmaceuticals, Inc.",0.91,0.89,0.91,0.8594,0.89,1316037,0.89,0,0,4699111,25641434,4.04,0.24,0.3906,NYSE American,1356793,0,-2.69,Health Technology
GMO,"General Moly, Inc.",0.19,0.18,0.19,0.18,0.18,132386,0.186,-0.006,-0.03226,272501,27483300,0.44,0.143,-0.27786,NYSE American,446837,0,-3.33,Non-Energy Minerals
AAMC,Altisource Asset Management Corp.,17.01,17.24,17.241,16.51,17.24,1695,17.01,0.23,0.01352,5274,28036722,32.24,7.6,0.41402,NYSE American,2418,0,-4.85,Finance
INDO,Indonesia Energy Corp. Ltd.,3.95,3.85,3.994,3.85,3.85,2031,3.85,0,0,4770,28351400,12.49,1.55,-0.4523,NYSE American,2439,0,,Energy Minerals
UFAB,"Unique Fabricating, Inc.",3,2.92,3,2.895,2.92,4119,3,-0.08,-0.02667,6830,28554680,4.8,1.44,-0.29667,NYSE American,5539,0,-3.15,Producer Manufacturing
AGE,"AgeX Therapeutics, Inc.",0.8,0.76,0.8,0.75,0.76,67694,0.7856,-0.0256,-0.03259,72365,28618560,4,0.666,-0.62619,NYSE American,90842,0,-2.34,Health Technology
INUV,"Inuvo, Inc.",0.465,0.45,0.47,0.42,0.45,2560579,0.4609,-0.0109,-0.02365,3940838,28623375,0.929,0.0926,0.47635,NYSE American,9116590,0,-3.99,Technology Services
EMAN,eMagin Corp.,0.53,0.55,0.5799,0.5,0.55,3163614,0.54,0.01,0.01852,3784215,29600340,0.92,0.14,0.52532,NYSE American,3093366,0,-6.47,Electronic Technology
PZG,Paramount Gold Nevada Corp.,1.1,1.07,1.165,1.02,1.07,272920,1.06,0.01,0.00943,138817,29722460,1.38,0.4715,0.34693,NYSE American,56924,0,-4.1,Non-Energy Minerals
AIRI,Air Industries Group,1.01,0.98,1.01,0.9789,0.98,72992,1.01,-0.03,-0.0297,45016,29967518,3.36,0.6,-0.6297,NYSE American,112394,0,-36.3,Electronic Technology
FRD,"Friedman Industries, Inc.",4.49,4.44,4.55,4.26,4.44,14536,4.32,0.12,0.02778,12321,31075560,7.93,3.72,-0.23342,NYSE American,10923,0,-9.14,Producer Manufacturing
DIT,AMCON Distributing Co.,56.5,55.37,55.614,55,55.37,118,56.5,-1.13,-0.02,269,31313175,100,52.05,-0.2687,NYSE American,321,0,20.12,Distribution Services
EGI,Entrée Resources Ltd.,0.19,0.1847,0.195,0.18,0.1847,967949,0.195,-0.0103,-0.05282,191466,32298674,0.46,0.18,-0.611165,NYSE American,256813,0,-4.81,Non-Energy Minerals
OGEN,"Oragenics, Inc.",0.5814,0.59,0.5965,0.56,0.59,1231971,0.5964,-0.0064,-0.01073,4461092,32664052,0.879,0.35,0.18117,NYSE American,1464969,0,-1.56,Health Technology
ANVS,"Annovis Bio, Inc.",4.8,4.81,5.58,4.27,4.81,276832,4.46,0.35,0.07848,50009,32995349,10.61,2.42,-0.19602,NYSE American,5428,0,-22.56,Health Technology
BRMK+,"Broadmark Realty Capital, Inc.",,,0.25,0.25,0.25,0,,,,,33027750,0,0,0,NYSE American,,0,,Finance
FTSI,"FTS International, Inc.",6.29,6.19,6.6,5.82,6.19,277393,6.42,-0.23,-0.03583,401409,33294772,138.8,3.4,-0.75193,NYSE American,317690,0,-22.44,Industrial Services
TMBR,"Timber Pharmaceuticals, Inc.",2.85,2.81,2.97,2.52,2.81,921128,2.85,-0.04,-0.01404,451428,33348799,14.16,2.52,-0.47574,NYSE American,685141,0,-0.28,Health Technology
INTT,inTEST Corp.,3.14,3.23,3.29,3.17,3.23,24292,3.11,0.12,0.03859,28812,33697944,6.2,2.08,-0.41851,NYSE American,39059,0,1196.3,Electronic Technology
CMT,"Core Molding Technologies, Inc.",3.9,4.15,4.15,3.75,4.15,84195,3.63,0.52,0.14325,129143,34085942,8.23,1.03,0.42015,NYSE American,43414,0,-8.68,Producer Manufacturing
CVU,"CPI Aerostructures, Inc.",2.82,2.93,2.96,2.82,2.93,36893,2.74,0.19,0.06934,117128,34743940,8.64,1.29,-0.49466,NYSE American,112933,0,6.66,Electronic Technology
IMH,"Impac Mortgage Holdings, Inc.",1.65,1.7,1.72,1.65,1.7,31352,1.65,0.05,0.0303,30032,36150330,8.03,1.31,-0.644,NYSE American,68576,0,-4.51,Finance
DGSE,"DGSE Cos., Inc.",,,,,1.4,0,1.4,0,0,33394,37693600,1.43,1.35,0.007194,NYSE American,25210,0,15.01,Retail Trade
BKTI,BK Technologies Corp.,2.94,3.06,3.19,2.909,3.06,89656,2.87,0.19,0.0662,22135,38229804,4.41,1.17,0.0285,NYSE American,19017,0,-15.37,Electronic Technology
ISDR,Issuer Direct Corp.,10.46,10.38,10.89,10.05,10.38,113164,10.81,-0.43,-0.03978,54985,39160626,13.23,8.65,-0.17258,NYSE American,83237,0,56.2,Technology Services
AUMN,Golden Minerals Co.,0.3185,0.32,0.3505,0.311,0.32,1461376,0.3284,-0.0084,-0.02558,1325691,41016640,0.3684,0.1336,-0.04248,NYSE American,1785042,0,-5.15,Non-Energy Minerals
UAVS,"AgEagle Aerial Systems, Inc.",1.25,1.25,1.25,1.16,1.25,3881274,1.27,-0.02,-0.01575,20753878,41632125,5.15,0.1901,1.76205,NYSE American,3428368,0,-8.07,Electronic Technology
LGL,"LGL Group, Inc.",8.38,8.5,8.75,8.35,8.5,20203,8.38,0.12,0.01432,15892,44302425,16.55,7.36,-0.41868,NYSE American,22396,0,6.3,Electronic Technology
WYY,WidePoint Corp.,0.545,0.53,0.5684,0.53,0.53,1123079,0.53,0,0,868942,44433769,0.763,0.284,0.2326,NYSE American,2763309,0,135.9,Technology Services
CDOR,"Condor Hospitality Trust, Inc.",3.49,3.75,3.75,3.36,3.75,43100,3.38,0.37,0.10947,26171,45014625,11.2,2.76,-0.55143,NYSE American,28848,0,-5.14,Finance
PW,Power REIT,24.1,23.74,25.315,22.753,23.74,92296,23.41,0.33,0.0141,66028,45414620,25.32,5.51,1.6315,NYSE American,162940,0,61.82,Finance
ESP,Espey Manufacturing & Electronics Corp.,19.13,19.01,19.99,18.61,19.01,881,19.3,-0.29,-0.01503,1624,45673996,27,16.62,-0.10983,NYSE American,476,0,33.67,Electronic Technology
IOR,"Income Opportunity Realty Investors, Inc.",10.48,11.26,11.26,10.48,11.26,1,11.26,0,0,496,46934045,15,8.32,-0.1411,NYSE American,3053,0,11.69,Finance
ISR,"IsoRay, Inc.",0.7,0.7,0.7,0.6825,0.7,469838,0.6803,0.0197,0.02896,574085,47355700,1.06,0.2875,0.15796,NYSE American,320404,0,-14.03,Health Technology
SGB,Southwest Georgia Financial Corp.,,,18.95,17.53,18.95,0,18.73,0.22,0.01175,1276,48265650,35.34,15.3,0.01175,NYSE American,646,0,9.1,Finance
ASM,Avino Silver & Gold Mines Ltd.,0.58,0.65,0.6539,0.565,0.65,1297047,0.6241,0.0259,0.0415,958454,50224200,0.8098,0.2551,0.1432,NYSE American,1270546,0,-1.6,Non-Energy Minerals
PW-A,Power REIT,,,27,26.13,27,0,27,0,0,371,51651000,30.13,24,-0.0456,NYSE American,642,0,,Finance
NAVB,"Navidea Biopharmaceuticals, Inc.",2.44,2.44,2.5,2.27,2.44,1381778,2.5,-0.06,-0.024,3187346,52814776,3.5,0.49,0.9437,NYSE American,5523760,0,-3.51,Health Technology
PED,PEDEVCO Corp.,0.7399,0.75,0.75,0.7098,0.75,22931,0.74,0.01,0.01351,80586,53343975,2.5,0.6668,-0.56519,NYSE American,60541,0,-3.69,Industrial Services
TPHS,"Trinity Place Holdings, Inc.",1.81,1.66,1.79,1.65,1.66,30398,1.78,-0.12,-0.06742,36097,53444364,4.44,1.11,-0.52132,NYSE American,16992,0,-16.62,Finance
DXR,Daxor Corp.,14.02,13.76,14.24,13.33,13.76,174,13.76,0,0,9229,53488010,17.9,7.13,0.4812,NYSE American,1397,0,-104.01,Health Technology
NTIP,"Network-1 Technologies, Inc",2.28,2.24,2.29,2.2,2.24,4218,2.26,-0.02,-0.00885,11972,53627840,2.78,1.8,0.02815,NYSE American,5226,0,-18.64,Commercial Services
NNVC,"NanoViricides, Inc.",7.39,7.45,7.5,6.75,7.45,693995,7.51,-0.06,-0.00799,1373326,55189600,19.2,1.27,1.76151,NYSE American,670186,0,-3.59,Health Technology
AAU,Almaden Minerals Ltd.,0.43,0.49,0.49,0.425,0.49,294707,0.4347,0.0553,0.12721,389990,57445640,0.82,0.2121,-0.05369,NYSE American,367033,0,-19.37,Non-Energy Minerals
NTIP,"Network-1 Technologies, Inc",2.39,2.43,2.44,2.35,2.43,1389,2.37,0.06,0.02532,22749,58655340,2.78,2.02,0.125067,NYSE American,23787,0,-40.37,Technology Services
VISI,"Volt Information Sciences, Inc.",2.76,2.8,2.8,2.6,2.8,61931,2.9,-0.1,-0.03448,52861,59393600,5,2.07,0.188227,NYSE American,167465,0,-3.41,Commercial Services
ATNM,"Actinium Pharmaceuticals, Inc.",0.206,0.2,0.207,0.195,0.2,5320134,0.2028,-0.0028,-0.01381,6794917,60668800,0.41,0.157,-0.13431,NYSE American,6248352,0,-1.33,Health Technology
SACH,Sachem Capital Corp.,2.84,2.84,2.85,2.67,2.84,54423,2.73,0.11,0.04029,89144,62812280,5.7,1.2,-0.30231,NYSE American,122732,0,9.41,Finance
AIM,"AIM ImmunoTech, Inc.",2.34,2.34,2.38,2.22,2.34,2029154,2.4,-0.06,-0.025,3675599,68296410,7.5,0.381,3.0716,NYSE American,1972994,0,-0.92,Health Technology
ACU,Acme United Corp.,21,21.42,21.49,21,21.42,8413,20.79,0.63,0.0303,17325,71493748,24.91,17.1,-0.0765,NYSE American,42276,0,11.99,Distribution Services
ARMP,"Armata Pharmaceuticals, Inc.",3.54,4.05,4.17,3.445,4.05,110752,3.53,0.52,0.14731,17887,75511035,6.92,2.45,0.34551,NYSE American,12406,0,-1.8,Health Technology
ALO,"Alio Gold, Inc.",0.875,0.89,0.89,0.81,0.89,165502,0.88,0.01,0.01136,262895,76533770,0.938,0.278,0.16716,NYSE American,165944,0,-0.54,Non-Energy Minerals
LEU,Centrus Energy Corp.,8.42,8.17,8.55,8.103,8.17,71311,8.2,-0.03,-0.00366,48183,77632974,9.25,2.82,0.18384,NYSE American,79865,0,9.99,Non-Energy Minerals
TMCXW,Trinity Merger Corp.,,,,,1.82,0,,,,,78487500,1.82,0.26,0,NYSE American,,0,,Finance
UUUU+,"Energy Fuels, Inc.",0.8999,0.7,0.8999,0.7,0.7,290,,,,,82266800,0,0,0,NYSE American,,0,,Non-Energy Minerals
BRBS,"Blue Ridge Bankshares, Inc. (Virginia)",14.78,14.78,14.99,14.78,14.78,114,14.78,0,0,2271,83669580,23,14.55,-0.2945,NYSE American,885,0,16.36,Finance
CHAC=,Chardan Healthcare Acquisition Corp.,,,,,12,0,,,,,84000000,12,0,0,NYSE American,,0,1935.48,Finance
CHAQ=,Chardan Healthcare Acquisition 2 Corp.,9.99,9.995,10.01,9.995,9.995,100,,,,,84957500,0,0,0,NYSE American,,0,,Finance
REI,"Ring Energy, Inc.",1.25,1.25,1.27,1.18,1.25,1114926,1.18,0.07,0.05932,1396409,84971375,3.96,0.5182,-0.47078,NYSE American,1461267,0,1.19,Energy Minerals
WRN,Western Copper & Gold Corp.,0.78,0.79,0.8,0.78,0.79,119799,0.78,0.01,0.01282,150016,87402440,0.8851,0.3072,-0.05778,NYSE American,255306,0,-43.65,Non-Energy Minerals
PCG-I,Pacific Gas & Electric Co.,22.01,20.81,20.84,20.64,20.81,2319,22,-1.19,-0.05409,208,87651720,23.8,15.06,0.01531,NYSE American,,0,,Utilities
EPM,Evolution Petroleum Corp.,2.6,2.69,2.71,2.56,2.69,195495,2.62,0.07,0.02672,183456,88652985,7.4,2.12,-0.48148,NYSE American,172803,0,7.71,Energy Minerals
VGZ,Vista Gold Corp.,0.87,0.88,0.8899,0.804,0.88,552471,0.87,0.01,0.01149,399693,88790240,1.05,0.36,0.18479,NYSE American,452835,0,-8.65,Non-Energy Minerals
PCG-G,Pacific Gas & Electric Co.,21.64,21.64,22.25,21.6,21.64,521,21.63,0.01,0.00046,1234,91147680,25.07,16.59,0.05346,NYSE American,99,0,,Utilities
AMPE,"Ampio Pharmaceuticals, Inc.",0.558,0.56,0.56,0.54,0.56,1215762,0.57,-0.01,-0.01754,1789238,92316560,1.31,0.26,-0.12864,NYSE American,2267204,0,-6.5,Health Technology
BATL,Battalion Oil Corp.,5.64,5.7,6.05,5.605,5.7,16955,5.46,0.24,0.04396,21325,92362800,19,2,-0.53224,NYSE American,21453,0,-1.11,Energy Minerals
URG,"Ur-Energy, Inc.",0.56,0.58,0.589,0.5225,0.58,317176,0.55,0.03,0.05455,730465,93077240,0.99,0.271,0.03765,NYSE American,363992,0,-11.96,Non-Energy Minerals
PCG-H,Pacific Gas & Electric Co.,,,22.25,22.25,22.25,0,22.25,0,0,1110,93717000,23.5,16,0.1558,NYSE American,,0,,Utilities
GV,Goldfield Corp.,3.88,3.9,3.94,3.78,3.9,104016,3.82,0.08,0.02094,58006,95637750,3.94,1.97,0.11954,NYSE American,118837,0,14.88,Industrial Services
PLG,Platinum Group Metals Ltd.,1.56,1.54,1.6,1.49,1.54,195691,1.59,-0.05,-0.03145,300044,96014380,2.98,0.8561,-0.15145,NYSE American,199980,0,-6.14,Non-Energy Minerals
DLA,"Delta Apparel, Inc.",11.79,13.94,14.49,11.4,13.94,161679,11.09,2.85,0.25699,49240,96048273,31.71,7.53,-0.30341,NYSE American,47917,0,9.04,Consumer Non-Durables
PCG-C,Pacific Gas & Electric Co.,24.24,23,23,23,23,148,23,0,0,129,96876000,25.89,17.41,0.0673,NYSE American,,0,,Utilities
PCG-E,Pacific Gas & Electric Co.,24.34,23.15,23.5,23.15,23.15,510,22.79,0.36,0.0158,781,97507800,24.99,17.88,0.1093,NYSE American,15,0,,Utilities
PCG-D,Pacific Gas & Electric Co.,22.5,23.15,24.1,23.01,23.15,3962,23.45,-0.3,-0.01279,1421,97507800,26.46,17.64,0.06141,NYSE American,,0,,Utilities
GTE,"Gran Tierra Energy, Inc.",0.2699,0.27,0.27,0.2565,0.27,3237768,0.2668,0.0032,0.01199,5882054,99085140,2.08,0.1775,-0.78191,NYSE American,4279205,0,-0.46,Energy Minerals
ELA,Envela Corp.,3.66,3.73,3.75,3.54,3.73,80877,3.66,0.07,0.01913,196760,100428012,4.48,0.5,1.76173,NYSE American,98166,0,27.9,Retail Trade
TGB,Taseko Mines Ltd.,0.43,0.41,0.43,0.3854,0.41,570388,0.43,-0.02,-0.04651,427159,100939540,0.6172,0.2,-0.20981,NYSE American,271195,0,-1.43,Non-Energy Minerals
VNRX,VolitionRX Ltd.,2.75,2.47,2.8,2.43,2.47,425970,2.97,-0.5,-0.16835,215816,101776350,6.84,2.43,-0.65375,NYSE American,367076,0,-5.96,Finance
GDP,Goodrich Petroleum Corp.,7.59,8.22,8.31,7.29,8.22,54693,7.49,0.73,0.09746,65913,103029480,13.34,2.4,-0.08384,NYSE American,36762,0,6.35,Energy Minerals
MLSS,"Milestone Scientific, Inc.",1.9,1.88,1.9,1.79,1.88,188062,1.87,0.01,0.00535,400846,104200880,2.8,0.31,0.37765,NYSE American,297712,0,-10.89,Health Technology
AE,"Adams Resources & Energy, Inc.",27.1,25.89,27.778,25.89,25.89,3458,26.7,-0.81,-0.03034,6862,109663568,39.7,15.16,-0.35824,NYSE American,5134,0,-13.49,Distribution Services
PLX,"Protalix Biotherapeutics, Inc.",3.33,3.42,3.43,3.14,3.42,182485,3.29,0.13,0.03951,274103,110953692,5.19,1.7,-0.04609,NYSE American,424996,0,-2.78,Health Services
PCG-B,Pacific Gas & Electric Co.,26.48,26.35,26.48,25.76,26.35,311,25.35,1,0.03945,945,110986200,27.49,18.3,0.16985,NYSE American,50,0,,Utilities
SENS,"Senseonics Holdings, Inc.",0.5199,0.5,0.5339,0.485,0.5,5714831,0.4771,0.0229,0.048,2456394,111568000,2.24,0.45,-0.3971,NYSE American,4171347,0,-0.81,Electronic Technology
ELMD,"Electromed, Inc.",13.19,13.29,13.63,12.78,13.29,107078,13,0.29,0.02231,253294,112749436,19.73,4.75,0.54121,NYSE American,150061,0,28.25,Health Technology
XXII,"22nd Century Group, Inc.",0.8549,0.83,0.8598,0.8137,0.83,584970,0.8511,-0.0211,-0.02479,1044198,115248820,2.46,0.6,-0.29029,NYSE American,599990,0,-3.77,Health Technology
HLM-,Hillman Group Capital Trust,27.7,27.4,27.7,27.3,27.4,1463,27.55,-0.15,-0.00544,6384,115573200,37,24.95,-0.21054,NYSE American,4934,0,,Retail Trade
PCG-A,Pacific Gas & Electric Co.,27.68,27.98,28,27.68,27.98,1188,27.58,0.4,0.0145,3646,117851760,29.68,20.78,0.0902,NYSE American,936,0,,Utilities
SMTS,"Sierra Metals, Inc.",0.78,0.74,0.775,0.73,0.74,51048,0.76,-0.02,-0.02632,26354,120472000,1.9,0.45,-0.59102,NYSE American,35227,0,28.03,Non-Energy Minerals
GPL,Great Panther Mining Ltd.,0.41,0.4,0.4199,0.384,0.4,4846705,0.41,-0.01,-0.02439,3003916,124956800,0.98,0.2261,-0.26249,NYSE American,2709217,0,-1.01,Non-Energy Minerals
AE,"Adams Resources & Energy, Inc.",29.68,29.8,29.7,29.68,29.7,270,29.8,-0.1,-0.00336,5771,125749800,45.29,29.43,-0.260403,NYSE American,19515,270,40.4,Energy Minerals
PTN,"Palatin Technologies, Inc.",0.4817,0.55,0.55,0.4525,0.55,5231213,0.4793,0.0707,0.14751,1412288,126091900,1.78,0.355,-0.14939,NYSE American,1295105,0,3.03,Health Technology
CRMD,"CorMedix, Inc.",4.85,4.86,4.9,4.61,4.86,145212,4.76,0.1,0.02101,196949,126978192,9.99,2.16,-0.30769,NYSE American,209308,0,-7.27,Health Technology
TRX,Tanzanian Gold Corp.,0.76,0.81,0.82,0.7599,0.81,303079,0.8,0.01,0.0125,623797,129887550,1.2,0.36,0.3404,NYSE American,462096,0,-5.37,Non-Energy Minerals
BKJ,"Bancorp of New Jersey, Inc.",,,,,17.89,0,19.31,-1.42,-0.07354,19422,130954800,19.95,12.81,-0.07354,NYSE American,10520,0,28.32,Finance
LCTX,"Lineage Cell Therapeutics, Inc.",1,0.91,1.03,0.8801,0.91,2073468,1.03,-0.12,-0.1165,910524,136337110,1.67,0.5339,-0.1272,NYSE American,5364735,0,-2.29,Health Technology
BTX,"BioTime, Inc.",0.91,0.9199,0.97,0.9,0.9199,702943,0.99,-0.0701,-0.07081,485930,137398104,2.81,0.66,-0.186291,NYSE American,436769,0,3.45,Health Technology
PHGE,"BiomX, Inc.",6.11,6,6.27,5.8,6,37086,6.25,-0.25,-0.04,35697,137555400,11.9,4.52,-0.44,NYSE American,36678,0,-5.11,Health Technology
EVBN,"Evans Bancorp, Inc.",25.89,25.61,26,25.41,25.61,16434,25.27,0.34,0.01345,18508,137669628,41.75,20.5,-0.35205,NYSE American,14798,0,9.32,Finance
CRHM,CRH Medical Corp.,2.03,1.95,2.03,1.92,1.95,86256,1.98,-0.03,-0.01515,97474,139549995,4.43,0.8599,-0.45805,NYSE American,257507,0,80.25,Health Services
EMX,EMX Royalty Corp.,1.71,1.71,1.75,1.7,1.71,141693,1.72,-0.01,-0.00581,210415,141755580,2.12,1.1,0.00599,NYSE American,161361,0,-20.83,Non-Energy Minerals
AUG,"Auryn Resources, Inc.",1.35,1.36,1.36,1.28,1.36,296294,1.35,0.01,0.00741,282730,142367520,1.84,0.71,-0.08589,NYSE American,231429,0,-11.9,Non-Energy Minerals
VNRX,VolitionRX Ltd.,3.2,3.13,3.53,3.01,3.13,1356219,3.1,0.03,0.00968,304886,144688632,6.84,2.22,-0.33822,NYSE American,1127610,0,-7.11,Health Technology
KLR,"Kaleyra, Inc.",6.39,6.6,6.81,6.39,6.6,23792,6.59,0.01,0.00152,37362,146488980,7.35,5.57,-0.06228,NYSE American,25432,0,0.99,Communications
THM,International Tower Hill Mines Ltd.,0.63,0.8,0.8,0.625,0.8,1035592,0.66,0.14,0.21212,412042,150059200,0.8,0.3251,0.68682,NYSE American,342208,0,-50.96,Non-Energy Minerals
NEN,New England Realty Associates LP,50.7,52,52.49,50.698,52,2674,51.01,0.99,0.01941,7043,158283268,64.8,41.08,-0.14189,NYSE American,2036,0,29.7,Finance
BRG,"Bluerock Residential Growth REIT, Inc.",7.21,6.98,7.25,6.69,6.98,285332,6.85,0.13,0.01898,259454,169500247,12.66,3.79,-0.40412,NYSE American,202375,0,-6.59,Finance
PHGE=,"BiomX, Inc.",6.97,7.42,7.42,7.39,7.42,275,,,,,170110178,0,0,0,NYSE American,,0,,Health Technology
APT,Alpha Pro Tech Ltd.,12.45,12.74,12.88,11.8,12.74,2190707,12.27,0.47,0.0383,3188215,172981172,41.59,3.2,2.6783,NYSE American,2288852,0,23.46,Health Technology
GSB,"GlobalSCAPE, Inc.",9.45,9.5,9.6,9.255,9.5,82013,9.37,0.13,0.01387,70361,177747850,14.25,5.21,-0.03133,NYSE American,71074,0,12.71,Technology Services
CMCL,Caledonia Mining Corp. Plc,15.5,15.57,15.595,15.07,15.57,43949,15.46,0.11,0.00712,52743,179304120,16.14,5.22,0.82822,NYSE American,75133,0,4.14,Non-Energy Minerals
MTNB,"Matinas BioPharma Holdings, Inc.",0.93,0.92,0.93,0.8711,0.92,1281485,0.91,0.01,0.01099,1885928,181688040,2.49,0.49,-0.60411,NYSE American,2114327,0,-7.85,Health Technology
CIX,"CompX International, Inc.",13.76,14.62,14.62,13.76,14.62,3261,13.91,0.71,0.05104,3539,181918122,17.57,10.53,0.05314,NYSE American,2465,0,11.17,Producer Manufacturing
OCX,OncoCyte Corp.,2.72,2.73,2.76,2.61,2.73,132519,2.7,0.03,0.01111,355640,183504867,4.65,1.5,0.17781,NYSE American,271442,0,-5.74,Health Technology
