symbol,companyName,open,close,high,low,latestPrice,latestVolume,previousClose,change,changePercent,avgTotalVolume,marketCap,week52High,week52Low,ytdChange,primaryExchange,previousVolume,volume,peRatio,sector,esg_category
DLNG-A,Dynagas LNG Partners LP,17.2,17.59,17.79,17,17.59,13344,17.07,0.52,0.03046,6306,624269100,24,7.5,-0.21754,New York Stock Exchange,12580,0,,Transportation,3
PSB-Z,"PS Business Parks, Inc.",24.1,24.19,24.33,24.1,24.19,56068,24.09,0.1,0.00415,65820,664726686,24.33,23.57,0.01295,New York Stock Exchange,64015,0,,Finance,3
JKS,"JinkoSolar Holding Co., Ltd.",16,15.78,16.17,15.12,15.78,1352852,15.84,-0.06,-0.00379,832368,705880018,28.84,11.42,-0.31139,New York Stock Exchange,1030619,0,5.35,Producer Manufacturing,2
AHH,"Armada Hoffler Properties, Inc.",8.85,9.25,9.25,8.68,9.25,646361,8.59,0.66,0.07683,593304,719326824,19.43,6.4,-0.42097,New York Stock Exchange,717255,0,22.32,Finance,1
HCC,"Warrior Met Coal, Inc.",14.95,14.7,15.04,14.16,14.7,1009411,14.48,0.22,0.01519,1076976,752165190,27.9,9.46,-0.29531,New York Stock Exchange,895624,0,3.55,Energy Minerals,2
KOS,Kosmos Energy Ltd.,1.95,1.89,1.95,1.79,1.89,7526655,1.91,-0.02,-0.01047,10660461,765810990,7.55,0.501,-0.68287,New York Stock Exchange,8963112,0,-4.12,Energy Minerals,3
PRA,ProAssurance Corp.,14.73,15.02,15.16,14.45,15.02,461434,14.37,0.65,0.04523,477218,808744390,42.03,12.67,-0.53937,New York Stock Exchange,400961,0,-15.36,Finance,3
ELF,"e.l.f. Beauty, Inc.",16.99,17.3,17.55,16.57,17.3,1099782,16.68,0.62,0.03717,934311,865060550,20,7.58,0.10307,New York Stock Exchange,1381921,0,46.86,Consumer Non-Durables,1
HRI,"Herc Holdings, Inc.",28.36,30.01,30.04,27.69,30.01,404318,27.36,2.65,0.09686,335336,873627112,50.81,11.81,-0.29734,New York Stock Exchange,315780,0,17.09,Finance,3
GFF,Griffon Corp.,17.69,18.52,18.62,17.47,18.52,166077,17.1,1.42,0.08304,202443,878423972,25.5,9.15,-0.01176,New York Stock Exchange,125028,0,18.46,Producer Manufacturing,3
SMP,"Standard Motor Products, Inc.",41.79,41.75,42.16,40.8,41.75,103310,40.43,1.32,0.03265,113935,931576100,55.85,33.94,-0.18955,New York Stock Exchange,134665,0,17.19,Consumer Durables,4
AR,Antero Resources Corp.,3.65,3.48,3.69,3.29,3.48,6354851,3.54,-0.06,-0.01695,13075891,933997200,7.18,0.638,0.19135,New York Stock Exchange,10078894,0,-0.63,Energy Minerals,3
BITA,Bitauto Holdings Ltd.,12.84,13,13.046,12.6,13,207456,12.55,0.45,0.03586,201244,936040976,15.48,9.46,-0.09924,New York Stock Exchange,335714,0,-5.41,Technology Services,1
AHT-D,"Ashford Hospitality Trust, Inc.",8.14,8.98,8.98,8.06,8.98,9628,8,0.98,0.1225,14457,943941680,25.95,3.5,-0.526,New York Stock Exchange,9516,0,,Finance,2
SAVE,"Spirit Airlines, Inc.",14.02,13.9,14.53,12.17,13.9,59825636,12.31,1.59,0.12916,16535124,952706000,55.21,7.01,-0.52934,New York Stock Exchange,44012566,0,3.78,Transportation,3
UMH-C,"UMH Properties, Inc.",23.25,23.38,23.42,23,23.38,13317,22.94,0.44,0.01918,33565,962568628,26.94,10.25,-0.08432,New York Stock Exchange,26594,0,,Finance,1
USPH,"U.S. Physical Therapy, Inc.",79.38,75.72,79.745,74.55,75.72,151818,77.74,-2.02,-0.02598,160467,972555252,148.48,45.13,-0.36358,New York Stock Exchange,119763,0,33.53,Health Services,2
VSLR,"Vivint Solar, Inc.",8.19,8.25,8.51,8.12,8.25,1377004,8.13,0.12,0.01476,958883,995049000,8.51,3.55,1.163198,New York Stock Exchange,692213,0,-35.58,Producer Manufacturing,3
SCU,"Sculptor Capital Management, Inc.",13.65,13.87,14.04,13.25,13.87,151706,13.15,0.72,0.05475,108664,1031003148,28.85,8.86,-0.32135,New York Stock Exchange,116462,0,-23.37,Finance,1
LTHM,Livent Corp.,6.83,7.06,7.06,6.505,7.06,2808174,6.63,0.43,0.06486,1835896,1032101400,12.29,3.95,-0.12084,New York Stock Exchange,3823921,0,32.82,Process Industries,4
RVLV,"Revolve Group, Inc.",14.68,15.05,15.36,14.11,15.05,891068,14.61,0.44,0.03012,1257542,1044191756,48.36,7.17,-0.15768,New York Stock Exchange,747741,0,-59.72,Retail Trade,2
CIG.C,Companhia Energética de Minas Gerais SA,2.18,2.2,2.2,2.09,2.2,15996,1.99,0.21,0.10553,8586,1072750648,5,1.3,-0.34717,New York Stock Exchange,9793,0,6.31,Utilities,4
PHR,"Phreesia, Inc.",30.04,28.91,30.04,28.335,28.91,269276,29.59,-0.68,-0.02298,418455,1084590451,34.85,16.01,0.05822,New York Stock Exchange,285500,0,-2.63,Technology Services,1
FOE,Ferro Corp.,12.94,13.2,13.28,12.795,13.2,558663,12.59,0.61,0.04845,695645,1085604960,16.04,7.52,-0.07675,New York Stock Exchange,554201,0,126.68,Process Industries,4
HUYA,"HUYA, Inc.",16.5,16.3,16.75,15.835,16.3,2417357,16.32,-0.02,-0.00123,2996538,1094305618,28.2,11.78,-0.11293,New York Stock Exchange,4010693,0,43.19,Technology Services,1
IPOA=,Social Capital Hedosophia Holdings Corp.,12,12.74,12.86,11.5,12.74,340035,,,,,1098825000,12.74,10.02,0,New York Stock Exchange,,0,,Finance,1
DLPH,Delphi Technologies Plc,12.81,13.02,13.06,12.615,13.02,4928943,12.4,0.62,0.05,4075507,1124273094,20.84,5.39,0.0469,New York Stock Exchange,3028700,0,-19.8,Producer Manufacturing,2
JOE,The St. Joe Co.,19.5,19.67,19.8,19.13,19.67,237131,19.28,0.39,0.02023,185277,1158543330,23.38,15.32,0.00373,New York Stock Exchange,169292,0,50.71,Finance,3
EVA,Enviva Partners LP,34.85,35.01,35.515,34.62,35.01,45221,34.65,0.36,0.01039,84592,1176514551,39.3,20.63,-0.05701,New York Stock Exchange,36659,0,605.71,Process Industries,4
MEI,"Methode Electronics, Inc.",31.71,31.91,31.98,31.25,31.91,257092,30.83,1.08,0.03503,234767,1183573810,41.7,21.76,-0.15717,New York Stock Exchange,300662,0,10.34,Electronic Technology,3
PMT,PennyMac Mortgage Investment Trust,11.79,11.88,12.05,11.255,11.88,1698372,11.56,0.32,0.02768,1651193,1186115832,23.79,3.5,-0.44002,New York Stock Exchange,1365942,0,-2.88,Finance,2
AVYA,Avaya Holdings Corp.,14.41,14.36,14.64,13.83,14.36,1328415,14.33,0.03,0.00209,2304065,1188832808,15.61,6.13,0.05569,New York Stock Exchange,1694732,0,-1.04,Electronic Technology,2
GTY,Getty Realty Corp.,28.82,28.97,29.1,27.95,28.97,216066,27.9,1.07,0.03835,260003,1199129137,33.75,16.36,-0.08215,New York Stock Exchange,184881,0,23.67,Finance,3
CSTM,Constellium SE,8.5,8.72,8.76,8.13,8.72,1573755,8.13,0.59,0.07257,1486587,1202200240,15.1,3.9,-0.28293,New York Stock Exchange,2163860,0,195.08,Commercial Services,2
PRE-I,PartnerRe Ltd.,24.77,25.08,25.08,24.77,25.08,16338,24.86,0.22,0.00885,17894,1202636160,27.07,13.59,-0.01645,New York Stock Exchange,11745,0,,Finance,3
CVA,Covanta Holding Corp.,9.38,9.26,9.46,9.01,9.26,1476198,9.13,0.13,0.01424,1520824,1221894040,18.38,6.57,-0.36426,New York Stock Exchange,1190661,0,-44.93,Industrial Services,3
OI,"O-I Glass, Inc.",7.9,8.08,8.14,7.77,8.08,2273445,7.65,0.43,0.05621,1888659,1265093680,17.87,4.31,-0.26879,New York Stock Exchange,1904196,0,-2.93,Process Industries,4
HTGC,"Hercules Capital, Inc.",11.6,11.47,11.79,11.235,11.47,844015,11.51,-0.04,-0.00348,1223869,1268524650,16.4,5.42,-0.18938,New York Stock Exchange,1053476,0,13.86,Finance,3
RCP,Ready Capital Corp. (New York),23.46,23.46,23.5,22.9,23.46,8141,23.14,0.32,0.01383,16291,1286492442,26.4,11.2,-0.07547,New York Stock Exchange,3816,0,,Finance,1
PBFX,PBF Logistics LP,20.77,20.71,20.86,20.66,20.71,59236,20.81,-0.1,-0.00481,65146,1302659000,23.69,19.32,0.009889,New York Stock Exchange,49813,0,12.22,Energy Minerals,3
MXL,"MaxLinear, Inc.",17.8,18.13,18.26,17.085,18.13,1047843,17.5,0.63,0.036,551543,1311826971,26.2,7.79,-0.1204,New York Stock Exchange,437520,0,-42.64,Electronic Technology,2
DRH,DiamondRock Hospitality Co.,6.36,6.57,6.68,6.13,6.57,5278468,6.05,0.52,0.08595,3514402,1314109956,11.79,1.96,-0.32535,New York Stock Exchange,4836156,0,,Finance,2
EPRT,"Essential Properties Realty Trust, Inc.",14.72,14.37,15.176,14,14.37,939315,14.25,0.12,0.00842,1336487,1321932225,29.34,6.08,-0.41168,New York Stock Exchange,657062,0,22.09,Finance,1
ALX,"Alexander's, Inc.",265.3,264.26,269.42,261.95,264.26,29935,259.59,4.67,0.01799,13224,1349652455,394.7,223.03,-0.18551,New York Stock Exchange,36827,0,28.91,Finance,2
EPR-G,EPR Properties,18,17.5,18.2,17.21,17.5,45605,17.5,0,0,50187,1355905250,26.89,8.84,-0.3233,New York Stock Exchange,13862,0,,Finance,1
UHT,Universal Health Realty Income Trust,99,98.97,99.47,93.2,98.97,45891,95.75,3.22,0.03363,56538,1361629260,132.41,54.54,-0.12757,New York Stock Exchange,55428,0,70.41,Finance,1
TRQ,Turquoise Hill Resources Ltd.,0.6961,0.72,0.74,0.696,0.72,2393448,0.6939,0.0261,0.03761,1748478,1448863200,1.33,0.3011,-0.00139,New York Stock Exchange,2203719,0,-7.02,Non-Energy Minerals,3
ARR-B,"ARMOUR Residential REIT, Inc.",,,25,25,25,0,24.99,0.01,0.0004,71801,1473175000,25.4,24.73,0.0004,New York Stock Exchange,44616,0,,Finance,2
GCP,"GCP Applied Technologies, Inc.",20.59,20.86,20.99,20.14,20.86,243336,20.05,0.81,0.0404,218400,1521144576,27.41,14.24,-0.0459,New York Stock Exchange,280249,0,58.35,Process Industries,4
JELD,"JELD-WEN Holding, Inc.",15.37,15.52,15.52,15.03,15.52,951290,14.65,0.87,0.05939,917960,1563717600,27,6.06,-0.28161,New York Stock Exchange,1074412,0,33.25,Non-Energy Minerals,3
SB-D,"Safe Bulkers, Inc.",16.15,15.7,16.182,15.66,15.7,1513,16.13,-0.43,-0.02666,3904,1608198100,23.5,9.9,-0.33956,New York Stock Exchange,2469,0,,Transportation,3
AAT,"American Assets Trust, Inc.",28.01,28.09,28.52,27.21,28.09,339271,27,1.09,0.04037,378361,1687307311,49.26,20.15,-0.35093,New York Stock Exchange,502690,0,34.61,Finance,2
DM,Dominion Energy Midstream Partners LP,,,171800,169800,17.09,,,,,0,1705519040,171800,0,0,New York Stock Exchange,,,,Industrial Services,3
HL,Hecla Mining Co.,3.04,3.27,3.28,2.99,3.27,11027173,3.13,0.14,0.04473,9447318,1720425480,3.57,1.21,-0.00747,New York Stock Exchange,10064051,0,-17.64,Non-Energy Minerals,2
CMD,Cantel Medical Corp.,37.7,41.17,41.9,37.525,41.17,1070132,36.97,4.2,0.11361,999985,1734965555,93.87,20.81,-0.30649,New York Stock Exchange,889572,0,83.83,Health Technology,2
KFY,Korn Ferry,31.75,32.42,32.44,31.19,32.42,310920,30.83,1.59,0.05157,346737,1784526480,48.81,21.45,-0.18883,New York Stock Exchange,278722,0,11.53,Commercial Services,2
WWW,"Wolverine World Wide, Inc.",22.02,22.09,22.43,21.192,22.09,847482,21.31,0.78,0.0366,846162,1793438502,34.7,12.19,-0.3118,New York Stock Exchange,745375,0,18.8,Consumer Non-Durables,3
GKOS,Glaukos Corp.,40,40.88,41.07,39.07,40.88,682654,39.2,1.68,0.04286,693042,1808134664,84.65,23.31,-0.21384,New York Stock Exchange,810392,0,-47.72,Health Technology,2
AA,Alcoa Corp.,9.12,9.76,9.79,8.925,9.76,11343078,8.76,1,0.11416,9570336,1814569440,24.63,5.16,-0.43934,New York Stock Exchange,8563675,0,-2.14,Non-Energy Minerals,2
FG,FGL Holdings,8.12,8.47,8.535,8.08,8.47,4005146,7.92,0.55,0.06944,4594415,1880111310,12.46,6.31,-0.13226,New York Stock Exchange,13793158,0,-52.19,Finance,2
INN-D,"Summit Hotel Properties, Inc.",18.5,18.69,18.69,18.4,18.69,9379,18.43,0.26,0.01411,11649,1977534045,27.18,6.75,-0.26149,New York Stock Exchange,4915,0,,Finance,1
OAK-A,Oaktree Capital Group LLC,26.4,26.21,26.5,26.16,26.21,11693,26.45,-0.24,-0.00907,10697,1987818820,27.98,17.48,-0.03577,New York Stock Exchange,10239,0,,Finance,3
AIN,Albany International Corp.,62.21,64.97,65.05,61.22,64.97,305280,60.47,4.5,0.07442,243225,1994579000,92.05,30.46,-0.07348,New York Stock Exchange,257757,0,18.69,Process Industries,4
SHO,"Sunstone Hotel Investors, Inc.",9.39,9.29,9.61,9.14,9.29,2404405,9.05,0.24,0.02652,3409471,2003258440,14.47,5.75,-0.30988,New York Stock Exchange,2318733,0,-35.16,Finance,2
BC-A,Brunswick Corp.,25.6,25.6,25.6,25.42,25.6,4062,25.59,0.01,0.00039,14530,2025689600,28.09,16.24,-0.06191,New York Stock Exchange,13056,0,,Consumer Durables,2
HI,"Hillenbrand, Inc.",27.54,27.26,28.22,26.76,27.26,503682,26.74,0.52,0.01945,552326,2036831762,40.27,13.61,-0.16685,New York Stock Exchange,572207,0,-174.63,Producer Manufacturing,3
INSP,"Inspire Medical Systems, Inc.",80.61,79.23,80.61,75.16,79.23,462402,79.87,-0.64,-0.00801,379406,2113594941,95,40.53,0.05659,New York Stock Exchange,317378,0,-46.17,Health Technology,2
CMC,Commercial Metals Co.,17.65,17.82,17.91,17.1,17.82,1827305,17.14,0.68,0.03967,1247869,2121684840,24.04,10.76,-0.17533,New York Stock Exchange,1457212,0,6.77,Non-Energy Minerals,3
NSP,"Insperity, Inc.",53.44,54.81,55.11,52.67,54.81,334989,51.86,2.95,0.05688,522827,2124764460,144.92,22.59,-0.31152,New York Stock Exchange,420971,0,15.99,Commercial Services,4
PDM,"Piedmont Office Realty Trust, Inc.",,,16.94,16.205,16.92,1311011,16.01,0.91,0.05684,904726,2130583320,24.78,12.86,-0.18676,New York Stock Exchange,1244047,0,11.34,Finance,2
ABM,"ABM Industries, Inc.",34.33,33.5,34.44,32.73,33.5,484262,34.16,-0.66,-0.01932,470587,2232138500,42.67,19.79,-0.13522,New York Stock Exchange,343918,0,15.69,Commercial Services,3
ANH-A,Anworth Mortgage Asset Corp.,22.2,22.9,23,22.11,22.9,10113,22.8,0.1,0.00439,6350,2265755770,28,6.52,-0.10491,New York Stock Exchange,4504,0,,Finance,3
MCY,Mercury General Corp.,41.56,41.56,41.84,41.05,41.56,437245,40.6,0.96,0.02365,462441,2300678480,65.22,33.45,-0.12735,New York Stock Exchange,431203,0,51.09,Finance,2
JELD,"JELD-WEN Holding, Inc.",24.06,23.76,24.285,23.74,23.76,420367,23.88,-0.12,-0.00503,625953,2390042160,27,15.33,0.003459,New York Stock Exchange,548564,0,25.11,Producer Manufacturing,2
APAM,"Artisan Partners Asset Management, Inc.",30.14,30.53,30.56,29.89,30.53,389273,29.59,0.94,0.03177,523791,2399364668,38.09,17.69,-0.03003,New York Stock Exchange,670285,0,11.43,Finance,3
MNR-C,Monmouth Real Estate Investment Corp.,24.94,24.83,24.95,24.65,24.83,36439,24.93,-0.1,-0.00401,37615,2430437373,25.62,13.74,-0.00921,New York Stock Exchange,53629,0,,Finance,2
KMT,"Kennametal, Inc.",29.28,29.43,30.08,28.69,29.43,1697513,28.43,1,0.03517,1001210,2440159020,38.73,14.45,-0.17523,New York Stock Exchange,744066,0,37.16,Producer Manufacturing,3
BXS,BancorpSouth Bank,21.94,23.75,23.95,21.705,23.75,697876,21.94,1.81,0.0825,591400,2482421250,32.97,17.21,-0.1662,New York Stock Exchange,558728,0,11.9,Finance,2
FNB,F.N.B. Corp. (Pennsylvania),8,8.06,8.12,7.75,8.06,2605993,7.57,0.49,0.06473,2484734,2603863600,12.93,5.05,-0.30307,New York Stock Exchange,2157415,0,7.88,Finance,3
LCII,LCI Industries,102.82,103.92,104.58,100.01,103.92,144021,99.52,4.4,0.04421,126914,2612081160,116.51,55.29,0.00641,New York Stock Exchange,99489,0,18.54,Producer Manufacturing,2
EPR,EPR Properties,33.77,33.79,34.47,31.89,33.79,1576366,32.28,1.51,0.04678,2079293,2618059337,80.75,12.56,-0.47702,New York Stock Exchange,1310122,0,17.67,Finance,1
SJI,"South Jersey Industries, Inc.",28.15,28.65,28.81,28.07,28.65,564741,27.95,0.7,0.02504,818414,2649042030,34.48,19.62,-0.10626,New York Stock Exchange,412973,0,28.66,Utilities,2
CRS,Carpenter Technology Corp.,52.97,55.88,55.9,51.915,55.88,457165,52.62,3.26,0.06195,263326,2663464320,60.78,32.77,0.554073,New York Stock Exchange,271195,0,16.11,Producer Manufacturing,2
KSU-,Kansas City Southern,28.69,28.69,29.439,27.3,28.69,414,29.64,-0.95,-0.03205,364,2726129538,33,24.88,-0.16265,New York Stock Exchange,473,0,,Transportation,3
PEB-E,Pebblebrook Hotel Trust,18.96,21.16,21.61,18.775,21.16,6879,19.2,1.96,0.10208,7807,2766796960,25.79,7.75,-0.06482,New York Stock Exchange,2354,0,,Finance,2
ENS,EnerSys,65.65,65.42,65.87,63.355,65.42,276810,63.54,1.88,0.02959,240059,2767854780,78.97,35.21,-0.10771,New York Stock Exchange,211895,0,17.68,Producer Manufacturing,4
ESI,"Element Solutions, Inc.",11.25,11.34,11.47,11.18,11.34,2542495,11.05,0.29,0.02624,2305229,2820859020,12.74,5.35,-0.01276,New York Stock Exchange,1746572,0,29.62,Process Industries,4
TDJ,"Telephone & Data Systems, Inc.",25.39,25.54,25.54,25.02,25.54,13613,25.35,0.19,0.0075,13961,2924871448,26.05,12.5,0.0146,New York Stock Exchange,17868,0,,Communications,1
IVR-B,"Invesco Mortgage Capital, Inc.",18.47,18.23,18.5,18.2,18.23,18170,18.47,-0.24,-0.01299,45472,3007330180,28.5,3.85,-0.33509,New York Stock Exchange,22986,0,,Finance,1
REXR-C,"Rexford Industrial Realty, Inc.",25.01,25.18,25.28,25.01,25.18,37434,25.18,0,0,20976,3089208300,25.28,23.98,0.0278,New York Stock Exchange,19502,0,,Finance,1
AGI,"Alamos Gold, Inc.",7.56,8.03,8.05,7.47,8.03,2623754,7.79,0.24,0.03081,3972570,3137626140,8.77,3.34,0.34081,New York Stock Exchange,3359865,0,46.77,Non-Energy Minerals,2
DKS,"Dick's Sporting Goods, Inc.",35.54,36.46,36.8,34.45,36.46,3469107,34.5,1.96,0.05681,3320187,3169782195,49.8,13.46,-0.20999,New York Stock Exchange,4172312,0,10.71,Retail Trade,2
NRZ,New Residential Investment Corp.,7.69,7.63,7.82,7.21,7.63,9973626,7.37,0.26,0.03528,12202447,3171401870,17.66,2.91,-0.49252,New York Stock Exchange,8502265,0,-2.65,Finance,3
MTG,MGIC Investment Corp.,8.91,9.37,9.41,8.43,9.37,11601974,8.41,0.96,0.11415,7214085,3172372790,15.24,4.34,-0.22785,New York Stock Exchange,7610758,0,4.88,Finance,3
ASGN,"ASGN, Inc.",63.69,64.9,64.98,62.18,64.9,363725,61.94,2.96,0.04779,406443,3407250000,72.66,29.04,-0.04581,New York Stock Exchange,333768,0,18.66,Commercial Services,3
CR,Crane Co.,,,59.9,57.37,59.42,487944,55.71,3.71,0.06659,427296,3445082470,91.23,36.77,-0.25011,New York Stock Exchange,273403,0,31.22,Producer Manufacturing,4
NFX,Newfield Exploration Company,,,182900,178500,18.06,,,,,0,3606669934,182900,0,0,New York Stock Exchange,,,,Energy Minerals,2
BXP-B,"Boston Properties, Inc.",24.65,24.99,24.99,24.67,24.99,7558,24.64,0.35,0.0142,10694,3882671310,26.34,16.47,-0.005,New York Stock Exchange,8082,0,,Finance,1
ASB-E,Associated Banc-Corp,25.04,25.39,25.39,24.93,25.39,7801,25.11,0.28,0.01115,5891,3901782860,27.66,16.64,-0.03295,New York Stock Exchange,2075,0,,Finance,3
MSM,"MSC Industrial Direct Co., Inc.",70.45,70.52,71.125,69.88,70.52,435883,69.24,1.28,0.01849,513743,3917869485,79.87,44.93,-0.08851,New York Stock Exchange,422498,0,14.59,Distribution Services,2
FTCH,Farfetch Ltd.,13.84,13.53,13.84,12.83,13.53,2725625,13.51,0.02,0.00148,5451585,4018653540,23.43,5.99,0.29498,New York Stock Exchange,3538555,0,-11.71,Technology Services,2
DAR,"Darling Ingredients, Inc.",23.86,24.52,24.61,23.39,24.52,1271168,23.31,1.21,0.05191,1014047,4022236280,29.57,10.25,-0.07979,New York Stock Exchange,1128473,0,10.58,Process Industries,4
TNET,"TriNet Group, Inc.",59.4,58.02,59.67,57.86,58.02,196020,59.44,-1.42,-0.02389,273548,4052116800,76.92,45.1,-0.009022,New York Stock Exchange,190756,0,21,Technology Services,2
SJIU,"South Jersey Industries, Inc.",46.71,46.32,46.71,45.42,46.32,3265,,,,,4282849104,57.79,45.05,0,New York Stock Exchange,,0,,Utilities,3
QTWO,"Q2 Holdings, Inc.",83.68,83.55,83.98,81.55,83.55,580759,82.68,0.87,0.01052,626165,4445561820,93.9,47.17,0.03182,New York Stock Exchange,516295,0,-46.42,Technology Services,1
SLQT,"SelectQuote, Inc.",26.92,27.48,27.49,25.28,27.48,1356330,26.92,0.56,0.0208,6706377,4446731160,28.25,25.28,0.0697,New York Stock Exchange,1764699,0,,Finance,3
LSI,"Life Storage, Inc.",95.47,96.25,96.5,93.7,96.25,423429,93.01,3.24,0.03483,364311,4515212625,119.61,67.31,-0.07737,New York Stock Exchange,296211,0,17.21,Finance,4
AFC,Allied Capital Corp.,25.44,25.44,25.45,25.06,25.44,29395,25.22,0.22,0.00872,25531,4577673600,27.27,14.61,-0.02578,New York Stock Exchange,21907,0,,Finance,3
BC,Brunswick Corp.,59.36,58.28,59.515,56.88,58.28,1293497,57.08,1.2,0.02102,1099879,4611608980,66.32,25.22,-0.01518,New York Stock Exchange,1571875,0,207.18,Consumer Durables,4
ATH-B,Athene Holding Ltd.,23.7,23.79,23.8,23.58,23.79,28591,23.71,0.08,0.00337,30249,4620588960,24,21.51,0.02967,New York Stock Exchange,26614,0,,Finance,3
DTJ,DTE Energy Co.,25.5,25.63,25.65,25.5,25.63,10659,25.49,0.14,0.00549,14563,4936645560,26.89,17.23,-0.00531,New York Stock Exchange,15772,0,,Utilities,4
GRUB,"Grubhub, Inc.",57.75,55.36,57.75,54.06,55.36,3261278,57.27,-1.91,-0.03335,6233940,5090617728,80.25,29.35,0.08935,New York Stock Exchange,2712610,0,-86.19,Retail Trade,1
SAIC,Science Applications International Corp.,89,88.65,89.49,86.15,88.65,654100,87.9,0.75,0.00853,613229,5117214870,96.8,45.45,0.02183,New York Stock Exchange,489096,0,22.88,Technology Services,1
ENIC,Enel Chile SA,3.86,3.74,3.87,3.727,3.74,427171,3.81,-0.07,-0.01837,714346,5173661680,5.11,2.95,-0.23917,New York Stock Exchange,432983,0,20.99,Utilities,3
ATCO-H,Atlas Corp. (British Columbia),24.03,24.6,24.6,24,24.6,38566,23.7,0.9,0.03797,50166,5306539800,27.19,21.72,-0.01803,New York Stock Exchange,75275,38566,,Transportation,3
FND,"Floor & Decor Holdings, Inc.",52.84,53.99,54,52.42,53.99,1919153,51.75,2.24,0.04329,1795444,5522475130,62.62,24.36,0.10189,New York Stock Exchange,3273951,0,34.5,Retail Trade,1
ATCO-G,Atlas Corp. (British Columbia),22.15,22.78,22.78,21.71,22.78,35301,21.56,1.22,0.05659,19764,5620805540,26.64,7,-0.06861,New York Stock Exchange,6241,0,,Finance,2
VOYA,"Voya Financial, Inc.",,,46.98,45.34,46.6,1585254,44.65,1.95,0.04367,1297042,5878030800,63.81,29.75,-0.19493,New York Stock Exchange,1643295,0,9.08,Finance,1
UMC,United Microelectronics Corp.,2.47,2.46,2.48,2.39,2.46,642690,2.47,-0.01,-0.00405,676963,6013420800,2.85,1.87,-0.08955,New York Stock Exchange,459946,0,18.39,Electronic Technology,2
AFG,"American Financial Group, Inc.",65.63,67.01,67.79,65.12,67.01,1169371,64.14,2.87,0.04475,759817,6020292317,115.03,44.01,-0.34605,New York Stock Exchange,885588,0,22.48,Finance,4
DCI,"Donaldson Co., Inc.",48.59,48.66,48.77,47.89,48.66,531973,47.46,1.2,0.02528,499141,6168676860,58.32,31.08,-0.13382,New York Stock Exchange,696409,0,23.64,Process Industries,4
ACM,AECOM,39.65,39.2,39.65,37.77,39.2,2152794,38.17,1.03,0.02698,1818415,6275371200,52.4,21.76,-0.06772,New York Stock Exchange,1597447,0,-14.2,Industrial Services,2
CF,"CF Industries Holdings, Inc.",29.85,29.97,30.36,29.53,29.97,1832418,29.16,0.81,0.02778,2905740,6407496090,55.15,19.73,-0.35032,New York Stock Exchange,2787225,0,13.98,Process Industries,3
PNR,Pentair Plc,39.97,40.26,40.97,39.83,40.26,1710646,39.08,1.18,0.03019,1263323,6672088500,47.43,22.01,-0.09611,New York Stock Exchange,966887,0,18,Producer Manufacturing,3
WSO,"Watsco, Inc.",172.31,174.51,174.89,170.64,174.51,234343,170.47,4.04,0.0237,244896,6693896462,186.87,132.97,-0.0126,New York Stock Exchange,224199,0,28.06,Producer Manufacturing,2
WGP,Western Gas Equity Partners LP,,,312200,305400,30.88,,,,,0,6760655394,312200,0,0,New York Stock Exchange,,,,Energy Minerals,3
COLD,"Americold Realty Trust, Inc.",35.18,35.23,35.315,34.48,35.23,980580,34.82,0.41,0.01177,1891925,7055899630,40.42,23.3,0.00947,New York Stock Exchange,1572131,0,89.64,Finance,1
CWEN.A,"Clearway Energy, Inc.",19.84,20.13,20.22,19.35,20.13,128049,19.82,0.31,0.01564,246682,7167819341,22.67,14.07,0.06024,New York Stock Exchange,120898,0,-118.41,Utilities,3
ATR,"AptarGroup, Inc.",111.07,112.55,112.65,110.35,112.55,290412,109.55,3,0.02738,345529,7224224340,126.2,79.84,0.00188,New York Stock Exchange,332201,0,30.63,Process Industries,4
DLR-K,"Digital Realty Trust, Inc.",27,27.1,27.1,26.9,27.1,14770,26.85,0.25,0.00931,21442,7271282300,28.13,17.09,-0.00519,New York Stock Exchange,15445,0,,Finance,3
FHN-A,First Horizon National Corp. (Tennessee),25.36,25.5,25.52,25.228,25.5,8689,25.21,0.29,0.0115,7619,7952506500,26.73,14.5,0.0049,New York Stock Exchange,9150,0,,Finance,2
CNHI,CNH Industrial NV,6.28,6.29,6.32,6.1,6.29,1762332,6.05,0.24,0.03967,994435,8492569300,11.99,5.06,-0.39723,New York Stock Exchange,1789056,0,7.72,Producer Manufacturing,3
CIEN,Ciena Corp.,54.25,55.57,55.66,52.86,55.57,2259487,53.91,1.66,0.03079,1936212,8530161710,55.65,30.58,0.31569,New York Stock Exchange,1987981,0,30.56,Electronic Technology,3
